robot,backend,dof,sample_id,converged,failed,solver_iterations,solve_total_ms,final_cost,final_stop,failure_message,dam_calc_ms,dam_calcdiff_ms,dam_total_ms,cost_state_calc_ms,cost_state_calcdiff_ms,cost_state_total_ms,cost_control_calc_ms,cost_control_calcdiff_ms,cost_control_total_ms,cost_acc_calc_ms,cost_acc_calcdiff_ms,cost_acc_total_ms,cost_collision_calc_ms,cost_collision_calcdiff_ms,cost_collision_total_ms,cost_other_calc_ms,cost_other_calcdiff_ms,cost_other_total_ms,cost_total_ms,non_cost_model_ms,solver_overhead_ms,stack_total_ms,dam_calc_calls,dam_calcdiff_calls,dam_calc_per_iter_ms,dam_calcdiff_per_iter_ms,dam_total_per_iter_ms,cost_state_calc_per_iter_ms,cost_state_calcdiff_per_iter_ms,cost_state_total_per_iter_ms,cost_control_calc_per_iter_ms,cost_control_calcdiff_per_iter_ms,cost_control_total_per_iter_ms,cost_acc_calc_per_iter_ms,cost_acc_calcdiff_per_iter_ms,cost_acc_total_per_iter_ms,cost_collision_calc_per_iter_ms,cost_collision_calcdiff_per_iter_ms,cost_collision_total_per_iter_ms,cost_other_calc_per_iter_ms,cost_other_calcdiff_per_iter_ms,cost_other_total_per_iter_ms,cost_total_per_iter_ms,non_cost_model_per_iter_ms,solver_overhead_per_iter_ms,stack_total_per_iter_ms
"leap_hand","TetraPGA",16,13,1,0,7,15.445259,3.264584397,0.000000178,"",2.107172,6.239079,8.346251,0.032619,0.113595,0.146214,0.024591,0.019585,0.044176,0.045254,1.573671,1.618925,0,0,0,0,0,0,1.809315,6.536936,7.099008,15.445259,660,408,0.301024571,0.891297,1.192321571,0.004659857,0.016227857,0.020887714,0.003513,0.002797857,0.006310857,0.006464857,0.224810143,0.231275,0,0,0,0,0,0,0.258473571,0.933848,1.014144,2.206465571
"leap_hand","TetraPGA",16,14,1,0,10,22.070619,3.864301019,0.000007811,"",3.700561,8.514271,12.214832,0.053916,0.148844,0.20276,0.040956,0.028093,0.069049,0.074696,2.146058,2.220754,0,0,0,0,0,0,2.492563,9.722269,9.855787,22.070619,1173,561,0.3700561,0.8514271,1.2214832,0.0053916,0.0148844,0.020276,0.0040956,0.0028093,0.0069049,0.0074696,0.2146058,0.2220754,0,0,0,0,0,0,0.2492563,0.9722269,0.9855787,2.2070619
"leap_hand","TetraPGA",16,15,1,0,7,15.690527,3.220188791,0.000000003,"",2.312046,6.239777,8.551823,0.035808,0.10716,0.142968,0.027267,0.019373,0.04664,0.052144,1.569631,1.621775,0,0,0,0,0,0,1.811383,6.74044,7.138704,15.690527,726,408,0.330292286,0.891396714,1.221689,0.005115429,0.015308571,0.020424,0.003895286,0.002767571,0.006662857,0.007449143,0.224233,0.231682143,0,0,0,0,0,0,0.258769,0.96292,1.019814857,2.241503857
"leap_hand","TetraPGA",16,16,1,0,9,19.71239,4.525780334,0,"",2.934419,7.806924,10.741343,0.048269,0.134382,0.182651,0.034911,0.024231,0.059142,0.068843,1.957565,2.026408,0,0,0,0,0,0,2.268201,8.473142,8.971047,19.71239,918,510,0.326046556,0.867436,1.193482556,0.005363222,0.014931333,0.020294556,0.003879,0.002692333,0.006571333,0.007649222,0.217507222,0.225156444,0,0,0,0,0,0,0.252022333,0.941460222,0.996783,2.190265556
"leap_hand","TetraPGA",16,17,1,0,8,17.817673,3.916902102,0.000000438,"",2.737543,7.012193,9.749736,0.045313,0.122343,0.167656,0.032289,0.021828,0.054117,0.06026,1.763968,1.824228,0,0,0,0,0,0,2.046001,7.703735,8.067937,17.817673,862,459,0.342192875,0.876524125,1.218717,0.005664125,0.015292875,0.020957,0.004036125,0.0027285,0.006764625,0.0075325,0.220496,0.2280285,0,0,0,0,0,0,0.255750125,0.962966875,1.008492125,2.227209125
"leap_hand","TetraPGA",16,18,1,0,7,15.577773,3.119008803,0.000062244,"",2.268286,6.188826,8.457112,0.036499,0.107565,0.144064,0.02659,0.018914,0.045504,0.04946,1.552161,1.601621,0,0,0,0,0,0,1.791189,6.665923,7.120661,15.577773,714,408,0.324040857,0.884118,1.208158857,0.005214143,0.015366429,0.020580571,0.003798571,0.002702,0.006500571,0.007065714,0.221737286,0.228803,0,0,0,0,0,0,0.255884143,0.952274714,1.017237286,2.225396143
"leap_hand","TetraPGA",16,19,1,0,9,19.950167,3.624100059,0.000000008,"",3.215311,7.747272,10.962583,0.049271,0.135358,0.184629,0.039047,0.024999,0.064046,0.071224,1.94608,2.017304,0,0,0,0,0,0,2.265979,8.696604,8.987584,19.950167,1015,510,0.357256778,0.860808,1.218064778,0.005474556,0.015039778,0.020514333,0.004338556,0.002777667,0.007116222,0.007913778,0.216231111,0.224144889,0,0,0,0,0,0,0.251775444,0.966289333,0.998620444,2.216685222
"leap_hand","TetraPGA",16,20,1,0,9,20.095943,6.267925244,0.000010328,"",3.387929,7.727523,11.115452,0.050696,0.133898,0.184594,0.03836,0.024991,0.063351,0.071057,1.945979,2.017036,0,0,0,0,0,0,2.264981,8.850471,8.980491,20.095943,1069,510,0.376436556,0.858613667,1.235050222,0.005632889,0.014877556,0.020510444,0.004262222,0.002776778,0.007039,0.007895222,0.216219889,0.224115111,0,0,0,0,0,0,0.251664556,0.983385667,0.997832333,2.232882556
"leap_hand","TetraPGA",16,21,1,0,12,27.332479,4.102303079,0.000007294,"",5.431072,10.087942,15.519014,0.083069,0.173072,0.256141,0.060984,0.030108,0.091092,0.110479,2.533836,2.644315,0,0,0,0,0,0,2.991548,12.527466,11.813465,27.332479,1712,663,0.452589333,0.840661833,1.293251167,0.006922417,0.014422667,0.021345083,0.005082,0.002509,0.007591,0.009206583,0.211153,0.220359583,0,0,0,0,0,0,0.249295667,1.0439555,0.984455417,2.277706583
"leap_hand","TetraPGA",16,22,1,0,10,21.748109,6.2999002,0.000002996,"",3.430272,8.501532,11.931804,0.052517,0.151166,0.203683,0.040723,0.026031,0.066754,0.074383,2.143826,2.218209,0,0,0,0,0,0,2.488646,9.443158,9.816305,21.748109,1083,561,0.3430272,0.8501532,1.1931804,0.0052517,0.0151166,0.0203683,0.0040723,0.0026031,0.0066754,0.0074383,0.2143826,0.2218209,0,0,0,0,0,0,0.2488646,0.9443158,0.9816305,2.1748109
"leap_hand","TetraPGA",16,23,1,0,9,19.614649,6.863923767,0.000000728,"",2.918019,7.757887,10.675906,0.045745,0.135582,0.181327,0.033846,0.027053,0.060899,0.056654,1.951584,2.008238,0,0,0,0,0,0,2.250464,8.425442,8.938743,19.614649,923,510,0.324224333,0.861987444,1.186211778,0.005082778,0.015064667,0.020147444,0.003760667,0.003005889,0.006766556,0.006294889,0.216842667,0.223137556,0,0,0,0,0,0,0.250051556,0.936160222,0.993193667,2.179405444
"leap_hand","Pinocchio",16,0,1,0,8,18.110876,3.745454039,0.000013209,"",3.126443,6.782833,9.909276,0.085144,0.239533,0.324677,0.034258,0.021851,0.056109,0.047918,1.744474,1.792392,0,0,0,0,0,0,2.173178,7.736098,8.2016,18.110876,814,459,0.390805375,0.847854125,1.2386595,0.010643,0.029941625,0.040584625,0.00428225,0.002731375,0.007013625,0.00598975,0.21805925,0.224049,0,0,0,0,0,0,0.27164725,0.96701225,1.0252,2.2638595
"leap_hand","Pinocchio",16,1,1,0,8,17.968151,3.941059419,0.000000012,"",2.90377,6.798076,9.701846,0.078842,0.242469,0.321311,0.03103,0.022156,0.053186,0.044969,1.75443,1.799399,0,0,0,0,0,0,2.173896,7.52795,8.266305,17.968151,752,459,0.36297125,0.8497595,1.21273075,0.00985525,0.030308625,0.040163875,0.00387875,0.0027695,0.00664825,0.005621125,0.21930375,0.224924875,0,0,0,0,0,0,0.271737,0.94099375,1.033288125,2.246018875
"leap_hand","Pinocchio",16,2,1,0,9,20.339228,4.116739672,0.000000046,"",3.522118,7.601513,11.123631,0.094461,0.269401,0.363862,0.039378,0.026201,0.065579,0.054793,1.946791,2.001584,0,0,0,0,0,0,2.431025,8.692606,9.215597,20.339228,912,510,0.391346444,0.844612556,1.235959,0.010495667,0.029933444,0.040429111,0.004375333,0.002911222,0.007286556,0.006088111,0.216310111,0.222398222,0,0,0,0,0,0,0.270113889,0.965845111,1.023955222,2.259914222
"leap_hand","Pinocchio",16,3,1,0,7,15.765854,3.264984419,0.000065142,"",2.563872,5.971741,8.535613,0.067373,0.212341,0.279714,0.028762,0.019213,0.047975,0.04364,1.540602,1.584242,0,0,0,0,0,0,1.911931,6.623682,7.230241,15.765854,663,408,0.366267429,0.853105857,1.219373286,0.009624714,0.030334429,0.039959143,0.004108857,0.002744714,0.006853571,0.006234286,0.220086,0.226320286,0,0,0,0,0,0,0.273133,0.946240286,1.032891571,2.252264857
"leap_hand","Pinocchio",16,4,1,0,7,15.707029,6.353300778,0.000001044,"",2.49663,5.95541,8.45204,0.06468,0.210661,0.275341,0.026435,0.018851,0.045286,0.039616,1.536949,1.576565,0,0,0,0,0,0,1.897192,6.554848,7.254989,15.707029,652,408,0.356661429,0.850772857,1.207434286,0.00924,0.030094429,0.039334429,0.003776429,0.002693,0.006469429,0.005659429,0.219564143,0.225223571,0,0,0,0,0,0,0.271027429,0.936406857,1.036427,2.243861286
"leap_hand","Pinocchio",16,5,1,0,7,16.101903,4.59766067,0.00003237,"",2.831876,5.941493,8.773369,0.073486,0.210814,0.2843,0.028049,0.019513,0.047562,0.044454,1.532345,1.576799,0,0,0,0,0,0,1.908661,6.864708,7.328534,16.101903,740,408,0.404553714,0.848784714,1.253338429,0.010498,0.030116286,0.040614286,0.004007,0.002787571,0.006794571,0.006350571,0.218906429,0.225257,0,0,0,0,0,0,0.272665857,0.980672571,1.046933429,2.300271857
"leap_hand","Pinocchio",16,6,1,0,14,32.926619,2.79407209,0,"",7.61793,11.102975,18.720905,0.196221,0.396697,0.592918,0.077853,0.035203,0.113056,0.111883,2.87106,2.982943,0,0,0,0,0,0,3.688917,15.031988,14.205714,32.926619,2002,765,0.544137857,0.793069643,1.3372075,0.014015786,0.0283355,0.042351286,0.005560929,0.0025145,0.008075429,0.007991643,0.205075714,0.213067357,0,0,0,0,0,0,0.263494071,1.073713429,1.014693857,2.351901357
"leap_hand","Pinocchio",16,7,1,0,9,21.197887,4.703545905,0.000065576,"",4.48497,7.387004,11.871974,0.114469,0.26709,0.381559,0.046967,0.023524,0.070491,0.064631,1.911457,1.976088,0,0,0,0,0,0,2.428138,9.443836,9.325913,21.197887,1178,510,0.49833,0.820778222,1.319108222,0.012718778,0.029676667,0.042395444,0.005218556,0.002613778,0.007832333,0.007181222,0.212384111,0.219565333,0,0,0,0,0,0,0.269793111,1.049315111,1.036212556,2.355320778
"leap_hand","Pinocchio",16,8,1,0,4,9.642428,2.756482411,0.000075885,"",1.378978,3.743973,5.122951,0.035834,0.136197,0.172031,0.015353,0.011998,0.027351,0.021518,0.965231,0.986749,0,0,0,0,0,0,1.186131,3.93682,4.519477,9.642428,357,255,0.3447445,0.93599325,1.28073775,0.0089585,0.03404925,0.04300775,0.00383825,0.0029995,0.00683775,0.0053795,0.24130775,0.24668725,0,0,0,0,0,0,0.29653275,0.984205,1.12986925,2.410607
"leap_hand","Pinocchio",16,9,1,0,9,20.998965,4.788900291,0.000000699,"",4.280496,7.405498,11.685994,0.11262,0.261067,0.373687,0.047605,0.023786,0.071391,0.063472,1.91604,1.979512,0,0,0,0,0,0,2.42459,9.261404,9.312971,20.998965,1119,510,0.475610667,0.822833111,1.298443778,0.012513333,0.029007444,0.041520778,0.005289444,0.002642889,0.007932333,0.007052444,0.212893333,0.219945778,0,0,0,0,0,0,0.269398889,1.029044889,1.034774556,2.333218333
"leap_hand","Pinocchio",16,10,1,0,11,26.225666,8.372780182,0.000000239,"",5.852632,8.97466,14.827292,0.15471,0.317876,0.472586,0.061305,0.029635,0.09094,0.090092,2.316875,2.406967,0,0,0,0,0,0,2.970493,11.856799,11.398374,26.225666,1523,612,0.532057455,0.815878182,1.347935636,0.014064545,0.028897818,0.042962364,0.005573182,0.002694091,0.008267273,0.008190182,0.210625,0.218815182,0,0,0,0,0,0,0.270044818,1.077890818,1.036215818,2.384151455
"leap_hand","Pinocchio",16,11,1,0,10,23.199087,4.177924496,0.000002228,"",4.83188,8.149265,12.981145,0.125192,0.286606,0.411798,0.050704,0.025512,0.076216,0.069834,2.122617,2.192451,0,0,0,0,0,0,2.680465,10.30068,10.217942,23.199087,1271,561,0.483188,0.8149265,1.2981145,0.0125192,0.0286606,0.0411798,0.0050704,0.0025512,0.0076216,0.0069834,0.2122617,0.2192451,0,0,0,0,0,0,0.2680465,1.030068,1.0217942,2.3199087
"leap_hand","Pinocchio",16,12,1,0,7,15.813026,6.014331771,0.000000018,"",2.544952,5.964533,8.509485,0.067015,0.210523,0.277538,0.027259,0.018817,0.046076,0.039395,1.544729,1.584124,0,0,0,0,0,0,1.907738,6.601747,7.303541,15.813026,663,408,0.363564571,0.852076143,1.215640714,0.009573571,0.030074714,0.039648286,0.003894143,0.002688143,0.006582286,0.005627857,0.220675571,0.226303429,0,0,0,0,0,0,0.272534,0.943106714,1.043363,2.259003714
"leap_hand","Pinocchio",16,13,1,0,7,15.861941,3.264584397,0.000000178,"",2.543346,5.995288,8.538634,0.067498,0.214621,0.282119,0.025833,0.019967,0.0458,0.040713,1.550217,1.59093,0,0,0,0,0,0,1.918849,6.619785,7.323307,15.861941,660,408,0.363335143,0.856469714,1.219804857,0.009642571,0.030660143,0.040302714,0.003690429,0.002852429,0.006542857,0.005816143,0.221459571,0.227275714,0,0,0,0,0,0,0.274121286,0.945683571,1.046186714,2.265991571
"leap_hand","Pinocchio",16,14,1,0,10,22.934382,3.864301019,0.000007811,"",4.462519,8.229712,12.692231,0.115146,0.290654,0.4058,0.046745,0.026563,0.073308,0.064165,2.125221,2.189386,0,0,0,0,0,0,2.668494,10.023737,10.242151,22.934382,1173,561,0.4462519,0.8229712,1.2692231,0.0115146,0.0290654,0.04058,0.0046745,0.0026563,0.0073308,0.0064165,0.2125221,0.2189386,0,0,0,0,0,0,0.2668494,1.0023737,1.0242151,2.2934382
"leap_hand","Pinocchio",16,15,1,0,7,16.10551,3.220188791,0.000000003,"",2.786395,5.980976,8.767371,0.073127,0.211621,0.284748,0.031352,0.019212,0.050564,0.042508,1.545288,1.587796,0,0,0,0,0,0,1.923108,6.844263,7.338139,16.10551,726,408,0.398056429,0.854425143,1.252481571,0.010446714,0.030231571,0.040678286,0.004478857,0.002744571,0.007223429,0.006072571,0.220755429,0.226828,0,0,0,0,0,0,0.274729714,0.977751857,1.048305571,2.300787143
"leap_hand","Pinocchio",16,16,1,0,9,20.043659,4.525780334,0,"",3.520177,7.371167,10.891344,0.093198,0.261004,0.354202,0.038579,0.024669,0.063248,0.054588,1.905957,1.960545,0,0,0,0,0,0,2.377995,8.513349,9.152315,20.043659,918,510,0.391130778,0.819018556,1.210149333,0.010355333,0.029000444,0.039355778,0.004286556,0.002741,0.007027556,0.006065333,0.211773,0.217838333,0,0,0,0,0,0,0.264221667,0.945927667,1.016923889,2.227073222
"leap_hand","Pinocchio",16,17,1,0,8,18.202148,3.916902102,0.000000438,"",3.290885,6.637995,9.92888,0.08399,0.233638,0.317628,0.035549,0.021297,0.056846,0.04977,1.713534,1.763304,0,0,0,0,0,0,2.137778,7.791102,8.273268,18.202148,863,459,0.411360625,0.829749375,1.24111,0.01049875,0.02920475,0.0397035,0.004443625,0.002662125,0.00710575,0.00622125,0.21419175,0.220413,0,0,0,0,0,0,0.26722225,0.97388775,1.0341585,2.2752685
"leap_hand","Pinocchio",16,18,1,0,7,16.058214,3.119008803,0.000062244,"",2.751766,5.983064,8.73483,0.072704,0.212755,0.285459,0.029661,0.0191,0.048761,0.042549,1.537967,1.580516,0,0,0,0,0,0,1.914736,6.820094,7.323384,16.058214,714,408,0.393109429,0.854723429,1.247832857,0.010386286,0.030393571,0.040779857,0.004237286,0.002728571,0.006965857,0.006078429,0.219709571,0.225788,0,0,0,0,0,0,0.273533714,0.974299143,1.046197714,2.294030571
"leap_hand","Pinocchio",16,19,1,0,9,20.604489,3.624100059,0.000000008,"",3.886513,7.453553,11.340066,0.101395,0.267064,0.368459,0.040206,0.024933,0.065139,0.060099,1.921464,1.981563,0,0,0,0,0,0,2.415161,8.924905,9.264423,20.604489,1015,510,0.431834778,0.828172556,1.260007333,0.011266111,0.029673778,0.040939889,0.004467333,0.002770333,0.007237667,0.006677667,0.213496,0.220173667,0,0,0,0,0,0,0.268351222,0.991656111,1.029380333,2.289387667
"leap_hand","Pinocchio",16,20,1,0,9,20.812271,6.267925244,0.000010328,"",4.08451,7.42415,11.50866,0.105842,0.261962,0.367804,0.042242,0.023313,0.065555,0.061256,1.926367,1.987623,0,0,0,0,0,0,2.420982,9.087678,9.303611,20.812271,1069,510,0.453834444,0.824905556,1.27874,0.011760222,0.029106889,0.040867111,0.004693556,0.002590333,0.007283889,0.006806222,0.214040778,0.220847,0,0,0,0,0,0,0.268998,1.009742,1.033734556,2.312474556
"leap_hand","Pinocchio",16,21,1,0,12,28.444488,4.102303079,0.000007294,"",6.523391,9.621736,16.145127,0.16448,0.347518,0.511998,0.069751,0.032916,0.102667,0.09664,2.488641,2.585281,0,0,0,0,0,0,3.199946,12.945181,12.299361,28.444488,1712,663,0.543615917,0.801811333,1.34542725,0.013706667,0.028959833,0.0426665,0.005812583,0.002743,0.008555583,0.008053333,0.20738675,0.215440083,0,0,0,0,0,0,0.266662167,1.078765083,1.02494675,2.370374
"leap_hand","Pinocchio",16,22,1,0,10,22.390312,6.2999002,0.000002996,"",4.132954,8.119511,12.252465,0.107062,0.290409,0.397471,0.042975,0.026205,0.06918,0.062353,2.111897,2.17425,0,0,0,0,0,0,2.640901,9.611564,10.137847,22.390312,1083,561,0.4132954,0.8119511,1.2252465,0.0107062,0.0290409,0.0397471,0.0042975,0.0026205,0.006918,0.0062353,0.2111897,0.217425,0,0,0,0,0,0,0.2640901,0.9611564,1.0137847,2.2390312
"leap_hand","Pinocchio",16,23,1,0,9,20.108487,6.863923767,0.000000728,"",3.514308,7.423669,10.937977,0.090949,0.265733,0.356682,0.039383,0.024034,0.063417,0.051531,1.9269,1.978431,0,0,0,0,0,0,2.39853,8.539447,9.17051,20.108487,922,510,0.390478667,0.824852111,1.215330778,0.010105444,0.029525889,0.039631333,0.004375889,0.002670444,0.007046333,0.005725667,0.2141,0.219825667,0,0,0,0,0,0,0.266503333,0.948827444,1.018945556,2.234276333
"leap_hand","CasADi",16,0,1,0,8,42.859981,3.745454039,0.000013209,"",3.054978,31.460967,34.515945,0.081535,0.244742,0.326277,0.041972,0.031052,0.073024,0.057547,1.765739,1.823286,0,0,0,0,0,0,2.222587,32.293358,8.344036,42.859981,814,459,0.38187225,3.932620875,4.314493125,0.010191875,0.03059275,0.040784625,0.0052465,0.0038815,0.009128,0.007193375,0.220717375,0.22791075,0,0,0,0,0,0,0.277823375,4.03666975,1.0430045,5.357497625
"leap_hand","CasADi",16,1,1,0,8,42.632779,3.941059419,0.000000012,"",2.820153,31.444202,34.264355,0.073904,0.246685,0.320589,0.037048,0.031852,0.0689,0.053512,1.747743,1.801255,0,0,0,0,0,0,2.190744,32.073611,8.368424,42.632779,752,459,0.352519125,3.93052525,4.283044375,0.009238,0.030835625,0.040073625,0.004631,0.0039815,0.0086125,0.006689,0.218467875,0.225156875,0,0,0,0,0,0,0.273843,4.009201375,1.046053,5.329097375
"leap_hand","CasADi",16,2,1,0,9,47.218232,4.116739672,0.000000046,"",3.361334,34.730974,38.092308,0.087184,0.261566,0.34875,0.044122,0.035879,0.080001,0.062272,1.87164,1.933912,0,0,0,0,0,0,2.362663,35.729645,9.125924,47.218232,912,510,0.373481556,3.858997111,4.232478667,0.009687111,0.029062889,0.03875,0.004902444,0.003986556,0.008889,0.006919111,0.20796,0.214879111,0,0,0,0,0,0,0.262518111,3.969960556,1.013991556,5.246470222
"leap_hand","CasADi",16,3,1,0,7,37.427346,3.264984419,0.000065142,"",2.446187,27.782414,30.228601,0.062615,0.206234,0.268849,0.031892,0.026248,0.05814,0.044954,1.496876,1.54183,0,0,0,0,0,0,1.868819,28.359782,7.198745,37.427346,663,408,0.349455286,3.968916286,4.318371571,0.008945,0.029462,0.038407,0.004556,0.003749714,0.008305714,0.006422,0.213839429,0.220261429,0,0,0,0,0,0,0.266974143,4.051397429,1.028392143,5.346763714
"leap_hand","CasADi",16,4,1,0,7,37.434879,6.353300778,0.000001044,"",2.407901,27.772576,30.180477,0.062562,0.210053,0.272615,0.031581,0.029103,0.060684,0.042768,1.494886,1.537654,0,0,0,0,0,0,1.870953,28.309524,7.254402,37.434879,652,408,0.343985857,3.967510857,4.311496714,0.008937429,0.030007571,0.038945,0.004511571,0.004157571,0.008669143,0.006109714,0.213555143,0.219664857,0,0,0,0,0,0,0.267279,4.044217714,1.036343143,5.347839857
"leap_hand","CasADi",16,5,1,0,7,37.886645,4.59766067,0.00003237,"",2.714748,27.808403,30.523151,0.071609,0.208897,0.280506,0.035085,0.028888,0.063973,0.045234,1.496683,1.541917,0,0,0,0,0,0,1.886396,28.636755,7.363494,37.886645,740,408,0.387821143,3.972629,4.360450143,0.010229857,0.029842429,0.040072286,0.005012143,0.004126857,0.009139,0.006462,0.213811857,0.220273857,0,0,0,0,0,0,0.269485143,4.090965,1.051927714,5.412377857
"leap_hand","CasADi",16,6,1,0,14,73.548919,2.79407209,0,"",7.329011,51.997018,59.326029,0.185721,0.390818,0.576539,0.094242,0.055105,0.149347,0.128372,2.805717,2.934089,0,0,0,0,0,0,3.659975,55.666054,14.22289,73.548919,2002,765,0.523500786,3.714072714,4.2375735,0.013265786,0.027915571,0.041181357,0.006731571,0.003936071,0.010667643,0.009169429,0.200408357,0.209577786,0,0,0,0,0,0,0.261426786,3.976146714,1.015920714,5.253494214
"leap_hand","CasADi",16,7,1,0,9,48.367304,4.703545905,0.000065576,"",4.291469,34.685025,38.976494,0.111274,0.260975,0.372249,0.053431,0.034422,0.087853,0.0695,1.866697,1.936197,0,0,0,0,0,0,2.396299,36.580195,9.39081,48.367304,1178,510,0.476829889,3.853891667,4.330721556,0.012363778,0.028997222,0.041361,0.005936778,0.003824667,0.009761444,0.007722222,0.207410778,0.215133,0,0,0,0,0,0,0.266255444,4.064466111,1.043423333,5.374144889
"leap_hand","CasADi",16,8,1,0,4,23.201261,2.756482411,0.000075885,"",1.326836,17.351599,18.678435,0.034086,0.130664,0.16475,0.017234,0.017904,0.035138,0.025484,0.935404,0.960888,0,0,0,0,0,0,1.160776,17.517659,4.522826,23.201261,357,255,0.331709,4.33789975,4.66960875,0.0085215,0.032666,0.0411875,0.0043085,0.004476,0.0087845,0.006371,0.233851,0.240222,0,0,0,0,0,0,0.290194,4.37941475,1.1307065,5.80031525
"leap_hand","CasADi",16,9,1,0,9,48.246534,4.788900291,0.000000699,"",4.10467,34.777853,38.882523,0.106672,0.262609,0.369281,0.052022,0.033147,0.085169,0.073052,1.868455,1.941507,0,0,0,0,0,0,2.395957,36.486566,9.364011,48.246534,1119,510,0.456074444,3.864205889,4.320280333,0.011852444,0.029178778,0.041031222,0.005780222,0.003683,0.009463222,0.008116889,0.207606111,0.215723,0,0,0,0,0,0,0.266217444,4.054062889,1.040445667,5.360726
"leap_hand","CasADi",16,10,1,0,11,58.601062,8.372780182,0.000000239,"",5.577443,41.644923,47.222366,0.144055,0.311621,0.455676,0.070629,0.043217,0.113846,0.097753,2.251423,2.349176,0,0,0,0,0,0,2.918698,44.303668,11.378696,58.601062,1523,612,0.507040273,3.785902091,4.292942364,0.013095909,0.028329182,0.041425091,0.006420818,0.003928818,0.010349636,0.008886636,0.204674818,0.213561455,0,0,0,0,0,0,0.265336182,4.027606182,1.034426909,5.327369273
"leap_hand","CasADi",16,11,1,0,10,53.02805,4.177924496,0.000002228,"",4.630793,38.154462,42.785255,0.117868,0.281686,0.399554,0.055314,0.037051,0.092365,0.075396,2.057354,2.13275,0,0,0,0,0,0,2.624669,40.160586,10.242795,53.02805,1271,561,0.4630793,3.8154462,4.2785255,0.0117868,0.0281686,0.0399554,0.0055314,0.0037051,0.0092365,0.0075396,0.2057354,0.213275,0,0,0,0,0,0,0.2624669,4.0160586,1.0242795,5.302805
"leap_hand","CasADi",16,12,1,0,7,37.802868,6.014331771,0.000000018,"",2.497512,27.922172,30.419684,0.066199,0.213183,0.279382,0.033134,0.029699,0.062833,0.04769,1.538731,1.586421,0,0,0,0,0,0,1.928636,28.491048,7.383184,37.802868,663,408,0.356787429,3.988881714,4.345669143,0.009457,0.030454714,0.039911714,0.004733429,0.004242714,0.008976143,0.006812857,0.219818714,0.226631571,0,0,0,0,0,0,0.275519429,4.070149714,1.054740571,5.400409714
"leap_hand","CasADi",16,13,1,0,7,37.57269,3.264584397,0.000000178,"",2.433456,27.82236,30.255816,0.064255,0.206244,0.270499,0.031643,0.026381,0.058024,0.044058,1.510103,1.554161,0,0,0,0,0,0,1.882684,28.373132,7.316874,37.57269,660,408,0.347636571,3.974622857,4.322259429,0.009179286,0.029463429,0.038642714,0.004520429,0.003768714,0.008289143,0.006294,0.215729,0.222023,0,0,0,0,0,0,0.268954857,4.053304571,1.045267714,5.367527143
"leap_hand","CasADi",16,14,1,0,10,52.720738,3.864301019,0.000007811,"",4.296258,38.17688,42.473138,0.109176,0.286765,0.395941,0.053763,0.036497,0.09026,0.073559,2.069815,2.143374,0,0,0,0,0,0,2.629575,39.843563,10.2476,52.720738,1173,561,0.4296258,3.817688,4.2473138,0.0109176,0.0286765,0.0395941,0.0053763,0.0036497,0.009026,0.0073559,0.2069815,0.2143374,0,0,0,0,0,0,0.2629575,3.9843563,1.02476,5.2720738
"leap_hand","CasADi",16,15,1,0,7,37.855116,3.220188791,0.000000003,"",2.680416,27.795812,30.476228,0.068563,0.210107,0.27867,0.034224,0.028537,0.062761,0.049944,1.504643,1.554587,0,0,0,0,0,0,1.896018,28.58021,7.378888,37.855116,726,408,0.382916571,3.970830286,4.353746857,0.009794714,0.030015286,0.03981,0.004889143,0.004076714,0.008965857,0.007134857,0.214949,0.222083857,0,0,0,0,0,0,0.270859714,4.082887143,1.054126857,5.407873714
"leap_hand","CasADi",16,16,1,0,9,47.200743,4.525780334,0,"",3.365627,34.656412,38.022039,0.086684,0.258912,0.345596,0.042574,0.036444,0.079018,0.061227,1.864962,1.926189,0,0,0,0,0,0,2.350803,35.671236,9.178704,47.200743,918,510,0.373958556,3.850712444,4.224671,0.009631556,0.028768,0.038399556,0.004730444,0.004049333,0.008779778,0.006803,0.207218,0.214021,0,0,0,0,0,0,0.261200333,3.963470667,1.019856,5.244527
"leap_hand","CasADi",16,17,1,0,8,42.76861,3.916902102,0.000000438,"",3.172418,31.26351,34.435928,0.079791,0.233984,0.313775,0.040933,0.032514,0.073447,0.057025,1.687393,1.744418,0,0,0,0,0,0,2.13164,32.304288,8.332682,42.76861,862,459,0.39655225,3.90793875,4.304491,0.009973875,0.029248,0.039221875,0.005116625,0.00406425,0.009180875,0.007128125,0.210924125,0.21805225,0,0,0,0,0,0,0.266455,4.038036,1.04158525,5.34607625
"leap_hand","CasADi",16,18,1,0,7,37.823016,3.119008803,0.000062244,"",2.640001,27.822155,30.462156,0.069162,0.210798,0.27996,0.034943,0.029489,0.064432,0.049782,1.506332,1.556114,0,0,0,0,0,0,1.900506,28.56165,7.36086,37.823016,714,408,0.377143,3.974593571,4.351736571,0.009880286,0.030114,0.039994286,0.004991857,0.004212714,0.009204571,0.007111714,0.215190286,0.222302,0,0,0,0,0,0,0.271500857,4.080235714,1.051551429,5.403288
