robot,backend,sample_id,callback_index,solver_iter,elapsed_ms,iter_interval_ms,cost,stop,dam_calc_interval_ms,dam_calcdiff_interval_ms,dam_total_interval_ms,cost_state_calc_interval_ms,cost_state_calcdiff_interval_ms,cost_state_total_interval_ms,cost_control_calc_interval_ms,cost_control_calcdiff_interval_ms,cost_control_total_interval_ms,cost_acc_calc_interval_ms,cost_acc_calcdiff_interval_ms,cost_acc_total_interval_ms,cost_collision_calc_interval_ms,cost_collision_calcdiff_interval_ms,cost_collision_total_interval_ms,cost_other_calc_interval_ms,cost_other_calcdiff_interval_ms,cost_other_total_interval_ms,cost_total_interval_ms,non_cost_model_interval_ms,solver_overhead_interval_ms,stack_total_interval_ms,dam_calc_calls,dam_calcdiff_calls
"leap_hand","TetraPGA",4,6,5,11.835322,1.813892,6.35646732,2.090264283,0.162907,0.782465,0.945372,0.00258,0.015235,0.017815,0.00196,0.002418,0.004378,0.003611,0.200061,0.203672,0,0,0,0,0,0,0.225865,0.719507,0.86852,1.813892,51,51
"leap_hand","TetraPGA",4,7,6,13.651925,1.816603,6.353301822,0.003166541,0.162024,0.783461,0.945485,0.002475,0.015164,0.017639,0.001928,0.002497,0.004425,0.003582,0.199132,0.202714,0,0,0,0,0,0,0.224778,0.720707,0.871118,1.816603,51,51
"leap_hand","TetraPGA",4,8,7,15.45315,1.801225,6.353300778,0.000001044,0.162018,0.775905,0.937923,0.002358,0.014917,0.017275,0.001861,0.002496,0.004357,0.003646,0.19635,0.199996,0,0,0,0,0,0,0.221628,0.716295,0.863302,1.801225,51,51
"leap_hand","TetraPGA",5,1,0,2.491987,2.491987,2905.169105833,3793.422520569,0.703239,0.842362,1.545601,0.010512,0.016456,0.026968,0.008156,0.002667,0.010823,0.014261,0.210499,0.22476,0,0,0,0,0,0,0.262551,1.28305,0.946386,2.491987,221,51
"leap_hand","TetraPGA",5,2,1,4.554867,2.06288,2240.76271426,2900.571444998,0.375138,0.785465,1.160603,0.005233,0.014895,0.020128,0.003839,0.002469,0.006308,0.006029,0.198337,0.204366,0,0,0,0,0,0,0.230802,0.929801,0.902277,2.06288,121,51
"leap_hand","TetraPGA",5,3,2,6.512104,1.957237,852.562699561,2236.165053446,0.293319,0.771439,1.064758,0.004064,0.014979,0.019043,0.003113,0.002547,0.00566,0.005367,0.195808,0.201175,0,0,0,0,0,0,0.225878,0.83888,0.892479,1.957237,94,51
"leap_hand","TetraPGA",5,4,3,8.508049,1.995945,743.895086152,847.965038734,0.318125,0.773752,1.091877,0.004426,0.014911,0.019337,0.003455,0.002393,0.005848,0.006683,0.196369,0.203052,0,0,0,0,0,0,0.228237,0.86364,0.904068,1.995945,100,51
"leap_hand","TetraPGA",5,5,4,10.356758,1.848709,100.686928534,739.29742541,0.162373,0.796326,0.958699,0.002501,0.015467,0.017968,0.001912,0.002519,0.004431,0.003766,0.201159,0.204925,0,0,0,0,0,0,0.227324,0.731375,0.89001,1.848709,51,51
"leap_hand","TetraPGA",5,6,5,12.179926,1.823168,5.071666135,96.089267858,0.161933,0.792312,0.954245,0.002535,0.015431,0.017966,0.001878,0.002519,0.004397,0.003624,0.200446,0.20407,0,0,0,0,0,0,0.226433,0.727812,0.868923,1.823168,51,51
"leap_hand","TetraPGA",5,7,6,13.995584,1.815658,4.59769304,0.474005465,0.161975,0.782959,0.944934,0.002483,0.015343,0.017826,0.001845,0.002623,0.004468,0.003517,0.198679,0.202196,0,0,0,0,0,0,0.22449,0.720444,0.870724,1.815658,51,51
"leap_hand","TetraPGA",5,8,7,15.800577,1.804993,4.59766067,0.00003237,0.163101,0.777495,0.940596,0.002725,0.015212,0.017937,0.00185,0.002492,0.004342,0.003657,0.196511,0.200168,0,0,0,0,0,0,0.222447,0.718149,0.864397,1.804993,51,51
"leap_hand","TetraPGA",6,1,0,2.648118,2.648118,2580.368617692,2853.892931428,0.812972,0.870351,1.683323,0.013531,0.019515,0.033046,0.009649,0.003091,0.01274,0.020136,0.223645,0.243781,0,0,0,0,0,0,0.289567,1.393756,0.964795,2.648118,254,51
"leap_hand","TetraPGA",6,2,1,4.947241,2.299123,2431.530366095,2577.574545448,0.58568,0.786463,1.372143,0.008272,0.014839,0.023111,0.006249,0.002753,0.009002,0.009754,0.198122,0.207876,0,0,0,0,0,0,0.239989,1.132154,0.92698,2.299123,188,51
"leap_hand","TetraPGA",6,3,2,7.240393,2.293152,2094.688333542,2428.736293885,0.594604,0.767044,1.361648,0.008217,0.014616,0.022833,0.006223,0.002492,0.008715,0.01159,0.194566,0.206156,0,0,0,0,0,0,0.237704,1.123944,0.931504,2.293152,190,51
"leap_hand","TetraPGA",6,4,3,9.625281,2.384888,1651.064836634,2091.894261356,0.633347,0.803062,1.436409,0.009283,0.015309,0.024592,0.006944,0.002488,0.009432,0.011071,0.204646,0.215717,0,0,0,0,0,0,0.249741,1.186668,0.948479,2.384888,203,51
"leap_hand","TetraPGA",6,5,4,11.818473,2.193192,1137.88811506,1648.270764466,0.480859,0.793727,1.274586,0.007129,0.015,0.022129,0.005302,0.002493,0.007795,0.009563,0.203693,0.213256,0,0,0,0,0,0,0.24318,1.031406,0.918606,2.193192,153,51
"leap_hand","TetraPGA",6,6,5,13.990317,2.171844,358.077205344,1135.094042907,0.47041,0.785844,1.256254,0.006799,0.015006,0.021805,0.005214,0.002536,0.00775,0.008627,0.198019,0.206646,0,0,0,0,0,0,0.236201,1.020053,0.91559,2.171844,150,51
"leap_hand","TetraPGA",6,7,6,16.176757,2.18644,243.331823621,355.283133223,0.483235,0.7816,1.264835,0.007207,0.015129,0.022336,0.005819,0.002462,0.008281,0.009101,0.197794,0.206895,0,0,0,0,0,0,0.237512,1.027323,0.921605,2.18644,153,51
"leap_hand","TetraPGA",6,8,7,18.347786,2.171029,145.651537087,240.537751508,0.476911,0.779888,1.256799,0.007148,0.015151,0.022299,0.0052,0.00242,0.00762,0.008932,0.197362,0.206294,0,0,0,0,0,0,0.236213,1.020586,0.91423,2.171029,151,51
"leap_hand","TetraPGA",6,9,8,20.529533,2.181747,82.089591012,142.857464977,0.474698,0.78726,1.261958,0.006846,0.015458,0.022304,0.00515,0.002527,0.007677,0.008396,0.198268,0.206664,0,0,0,0,0,0,0.236645,1.025313,0.919789,2.181747,152,51
"leap_hand","TetraPGA",6,10,9,22.52887,1.999337,26.695526375,79.295518908,0.320856,0.772991,1.093847,0.004532,0.014794,0.019326,0.003669,0.002402,0.006071,0.006341,0.197243,0.203584,0,0,0,0,0,0,0.228981,0.864866,0.90549,1.999337,102,51
"leap_hand","TetraPGA",6,11,10,24.544506,2.015636,12.460874205,23.901454266,0.326488,0.777451,1.103939,0.00512,0.014794,0.019914,0.003928,0.002393,0.006321,0.006997,0.196572,0.203569,0,0,0,0,0,0,0.229804,0.874135,0.911697,2.015636,102,51
"leap_hand","TetraPGA",6,12,11,26.400742,1.856236,6.622296902,9.666802111,0.162513,0.802615,0.965128,0.002527,0.015249,0.017776,0.002021,0.002444,0.004465,0.003765,0.203428,0.207193,0,0,0,0,0,0,0.229434,0.735694,0.891108,1.856236,51,51
"leap_hand","TetraPGA",6,13,12,28.223135,1.822393,2.794194572,3.828224812,0.16368,0.793139,0.956819,0.003077,0.015232,0.018309,0.001904,0.002469,0.004373,0.003874,0.200987,0.204861,0,0,0,0,0,0,0.227543,0.729276,0.865574,1.822393,51,51
"leap_hand","TetraPGA",6,14,13,30.03187,1.808735,2.79407209,0.000122482,0.161692,0.783373,0.945065,0.002531,0.015143,0.017674,0.001987,0.002695,0.004682,0.003549,0.196935,0.200484,0,0,0,0,0,0,0.22284,0.722225,0.86367,1.808735,51,51
"leap_hand","TetraPGA",6,15,14,31.828583,1.796713,2.79407209,0,0.161719,0.772568,0.934287,0.002558,0.014885,0.017443,0.001926,0.002457,0.004383,0.003554,0.195548,0.199102,0,0,0,0,0,0,0.220928,0.713359,0.862426,1.796713,51,51
"leap_hand","TetraPGA",7,1,0,2.632325,2.632325,3226.358076612,3667.098488527,0.784748,0.878629,1.663377,0.012615,0.019667,0.032282,0.008641,0.002758,0.011399,0.016303,0.222084,0.238387,0,0,0,0,0,0,0.282068,1.381309,0.968948,2.632325,243,51
"leap_hand","TetraPGA",7,2,1,4.789675,2.15735,2554.32282901,3221.654530461,0.458759,0.792036,1.250795,0.006011,0.015017,0.021028,0.004582,0.002435,0.007017,0.006868,0.198944,0.205812,0,0,0,0,0,0,0.233857,1.016938,0.906555,2.15735,148,51
"leap_hand","TetraPGA",7,3,2,7.108795,2.31912,2021.640678874,2549.619282894,0.610395,0.774022,1.384417,0.008431,0.015049,0.02348,0.006493,0.00233,0.008823,0.010327,0.196399,0.206726,0,0,0,0,0,0,0.239029,1.145388,0.934703,2.31912,194,51
"leap_hand","TetraPGA",7,4,3,9.248916,2.140121,1255.364594802,2016.9371328,0.437329,0.7874,1.224729,0.005866,0.015289,0.021155,0.004405,0.002478,0.006883,0.007381,0.199205,0.206586,0,0,0,0,0,0,0.234624,0.990105,0.915392,2.140121,139,51
"leap_hand","TetraPGA",7,5,4,11.410815,2.161899,743.101230017,1250.661048792,0.46579,0.781159,1.246949,0.006689,0.014958,0.021647,0.004882,0.002396,0.007278,0.00803,0.200342,0.208372,0,0,0,0,0,0,0.237297,1.009652,0.91495,2.161899,148,51
"leap_hand","TetraPGA",7,6,5,13.401781,1.990966,535.306694961,738.397684048,0.320195,0.772942,1.093137,0.004581,0.014714,0.019295,0.003582,0.002435,0.006017,0.006215,0.196187,0.202402,0,0,0,0,0,0,0.227714,0.865423,0.897829,1.990966,102,51
"leap_hand","TetraPGA",7,7,6,15.225939,1.824158,160.635782654,530.603149033,0.167637,0.774174,0.941811,0.003479,0.014838,0.018317,0.002752,0.00249,0.005242,0.004434,0.198608,0.203042,0,0,0,0,0,0,0.226601,0.71521,0.882347,1.824158,51,51
"leap_hand","TetraPGA",7,8,7,17.038426,1.812487,14.25216924,155.932236745,0.167865,0.781046,0.948911,0.002762,0.01513,0.017892,0.001858,0.002491,0.004349,0.00391,0.197436,0.201346,0,0,0,0,0,0,0.223587,0.725324,0.863576,1.812487,51,51
"leap_hand","TetraPGA",7,9,8,18.849898,1.811472,4.703611481,9.548623335,0.162542,0.780698,0.94324,0.002587,0.015229,0.017816,0.001895,0.002386,0.004281,0.003502,0.197969,0.201471,0,0,0,0,0,0,0.223568,0.719672,0.868232,1.811472,51,51
"leap_hand","TetraPGA",7,10,9,20.663905,1.814007,4.703545905,0.000065576,0.164483,0.78128,0.945763,0.002456,0.015286,0.017742,0.001895,0.002431,0.004326,0.00355,0.197926,0.201476,0,0,0,0,0,0,0.223544,0.722219,0.868244,1.814007,51,51
"leap_hand","TetraPGA",8,1,0,2.366204,2.366204,2677.135688407,2894.509977227,0.516706,0.890675,1.407381,0.009543,0.020179,0.029722,0.006905,0.003482,0.010387,0.016139,0.22194,0.238079,0,0,0,0,0,0,0.278188,1.129193,0.958823,2.366204,153,51
"leap_hand","TetraPGA",8,2,1,4.243389,1.877185,512.420960252,2674.379205819,0.166846,0.823181,0.990027,0.002827,0.015723,0.01855,0.002288,0.002691,0.004979,0.003911,0.202579,0.20649,0,0,0,0,0,0,0.230019,0.760008,0.887158,1.877185,51,51
"leap_hand","TetraPGA",8,3,2,6.045853,1.802464,11.063172519,509.664477826,0.162929,0.775361,0.93829,0.002739,0.014858,0.017597,0.001963,0.002677,0.00464,0.003752,0.19636,0.200112,0,0,0,0,0,0,0.222349,0.715941,0.864174,1.802464,51,51
"leap_hand","TetraPGA",8,4,3,7.847166,1.801313,2.756558296,8.306690109,0.162048,0.773396,0.935444,0.002492,0.014959,0.017451,0.001882,0.002534,0.004416,0.003649,0.195427,0.199076,0,0,0,0,0,0,0.220943,0.714501,0.865869,1.801313,51,51
"leap_hand","TetraPGA",8,5,4,9.645293,1.798127,2.756482411,0.000075885,0.162248,0.774497,0.936745,0.002763,0.014825,0.017588,0.001869,0.002532,0.004401,0.003644,0.196399,0.200043,0,0,0,0,0,0,0.222032,0.714713,0.861382,1.798127,51,51
"leap_hand","TetraPGA",9,1,0,2.451168,2.451168,3413.041756525,4054.634241132,0.657696,0.849923,1.507619,0.011417,0.017354,0.028771,0.008529,0.002806,0.011335,0.015713,0.219132,0.234845,0,0,0,0,0,0,0.274951,1.232668,0.943549,2.451168,204,51
"leap_hand","TetraPGA",9,2,1,4.630178,2.17901,1995.828243984,3408.252856011,0.470269,0.788905,1.259174,0.006778,0.014759,0.021537,0.004974,0.002424,0.007398,0.008095,0.19745,0.205545,0,0,0,0,0,0,0.23448,1.024694,0.919836,2.17901,150,51
"leap_hand","TetraPGA",9,3,2,6.845272,2.215094,1059.834400413,1991.039343555,0.484362,0.800184,1.284546,0.007234,0.014861,0.022095,0.005233,0.002428,0.007661,0.009089,0.201324,0.210413,0,0,0,0,0,0,0.240169,1.044377,0.930548,2.215094,153,51
"leap_hand","TetraPGA",9,4,3,9.033035,2.187763,610.716965696,1055.045500043,0.481455,0.785818,1.267273,0.006919,0.016658,0.023577,0.005283,0.002582,0.007865,0.008736,0.198794,0.20753,0,0,0,0,0,0,0.238972,1.028301,0.92049,2.187763,153,51
"leap_hand","TetraPGA",9,5,4,11.216924,2.183889,354.637782701,605.928065356,0.479015,0.781341,1.260356,0.006682,0.014712,0.021394,0.005277,0.002549,0.007826,0.009054,0.1972,0.206254,0,0,0,0,0,0,0.235474,1.024882,0.923533,2.183889,153,51
"leap_hand","TetraPGA",9,6,5,13.209432,1.992508,154.32417696,349.84888238,0.320993,0.773838,1.094831,0.004658,0.01634,0.020998,0.003531,0.002341,0.005872,0.006299,0.195697,0.201996,0,0,0,0,0,0,0.228866,0.865965,0.897677,1.992508,102,51
"leap_hand","TetraPGA",9,7,6,15.026364,1.816932,8.469201888,149.535276644,0.161801,0.772712,0.934513,0.002555,0.014745,0.0173,0.001896,0.002499,0.004395,0.003562,0.195204,0.198766,0,0,0,0,0,0,0.220461,0.714052,0.882419,1.816932,51,51
"leap_hand","TetraPGA",9,8,7,16.824328,1.797964,4.951495275,3.680301595,0.163031,0.776001,0.939032,0.002538,0.01475,0.017288,0.001908,0.002474,0.004382,0.00351,0.197633,0.201143,0,0,0,0,0,0,0.222813,0.716219,0.858932,1.797964,51,51
"leap_hand","TetraPGA",9,9,8,18.617069,1.792741,4.788900991,0.162594984,0.161693,0.7709,0.932593,0.002498,0.014822,0.01732,0.001937,0.002451,0.004388,0.003571,0.196194,0.199765,0,0,0,0,0,0,0.221473,0.71112,0.860148,1.792741,51,51
"leap_hand","TetraPGA",9,10,9,20.413448,1.796379,4.788900291,0.000000699,0.16195,0.773195,0.935145,0.00253,0.014811,0.017341,0.001918,0.002461,0.004379,0.003719,0.195825,0.199544,0,0,0,0,0,0,0.221264,0.713881,0.861234,1.796379,51,51
"leap_hand","TetraPGA",10,1,0,2.699514,2.699514,5113.086408776,6270.490114673,0.830996,0.873103,1.704099,0.014172,0.018526,0.032698,0.010217,0.002931,0.013148,0.019208,0.219408,0.238616,0,0,0,0,0,0,0.284462,1.419637,0.995415,2.699514,255,51
"leap_hand","TetraPGA",10,2,1,5.081656,2.382142,4255.673746403,5104.713628232,0.631776,0.807867,1.439643,0.008973,0.015382,0.024355,0.006923,0.002607,0.00953,0.011064,0.205394,0.216458,0,0,0,0,0,0,0.250343,1.1893,0.942499,2.382142,202,51
"leap_hand","TetraPGA",10,3,2,7.232039,2.150383,3544.478504101,4247.300965941,0.463008,0.773858,1.236866,0.006497,0.014878,0.021375,0.004975,0.002298,0.007273,0.007881,0.195609,0.20349,0,0,0,0,0,0,0.232138,1.004728,0.913517,2.150383,148,51
"leap_hand","TetraPGA",10,4,3,9.405696,2.173657,1899.696139916,3536.10572373,0.482576,0.773677,1.256253,0.006929,0.014796,0.021725,0.00517,0.002582,0.007752,0.008934,0.19682,0.205754,0,0,0,0,0,0,0.235231,1.021022,0.917404,2.173657,153,51
"leap_hand","TetraPGA",10,5,4,11.579054,2.173358,976.435572181,1891.323359623,0.483042,0.773347,1.256389,0.006944,0.01698,0.023924,0.005338,0.002416,0.007754,0.008861,0.196085,0.204946,0,0,0,0,0,0,0.236624,1.019765,0.916969,2.173358,153,51
"leap_hand","TetraPGA",10,6,5,13.750443,2.171389,537.319608242,968.062791932,0.480636,0.774786,1.255422,0.007015,0.014916,0.021931,0.005408,0.002591,0.007999,0.009034,0.196435,0.205469,0,0,0,0,0,0,0.235399,1.020023,0.915967,2.171389,153,51
"leap_hand","TetraPGA",10,7,6,15.930599,2.180156,296.627103245,528.946828015,0.482392,0.778225,1.260617,0.006854,0.014841,0.021695,0.005644,0.002745,0.008389,0.00926,0.199746,0.209006,0,0,0,0,0,0,0.23909,1.021527,0.919539,2.180156,153,51
"leap_hand","TetraPGA",10,8,7,17.94671,2.016111,95.536346587,288.254323035,0.322163,0.789494,1.111657,0.004799,0.014956,0.019755,0.003729,0.002616,0.006345,0.006302,0.199445,0.205747,0,0,0,0,0,0,0.231847,0.87981,0.904454,2.016111,102,51
"leap_hand","TetraPGA",10,9,8,19.772248,1.825538,44.634475576,87.163566382,0.162164,0.77926,0.941424,0.002453,0.014825,0.017278,0.001894,0.00236,0.004254,0.003513,0.199414,0.202927,0,0,0,0,0,0,0.224459,0.716965,0.884114,1.825538,51,51
"leap_hand","TetraPGA",10,10,9,21.568009,1.795761,8.395521762,36.261695393,0.161929,0.773059,0.934988,0.002498,0.014835,0.017333,0.001847,0.002507,0.004354,0.00346,0.195589,0.199049,0,0,0,0,0,0,0.220736,0.714252,0.860773,1.795761,51,51
"leap_hand","TetraPGA",10,11,10,23.367903,1.799894,8.372780421,0.02274158,0.163561,0.774915,0.938476,0.002437,0.014899,0.017336,0.001882,0.002662,0.004544,0.003482,0.199092,0.202574,0,0,0,0,0,0,0.224454,0.714022,0.861418,1.799894,51,51
"leap_hand","TetraPGA",10,12,11,25.164723,1.79682,8.372780182,0.000000239,0.162471,0.770858,0.933329,0.002484,0.014915,0.017399,0.001951,0.002288,0.004239,0.003461,0.196116,0.199577,0,0,0,0,0,0,0.221215,0.712114,0.863491,1.79682,51,51
"leap_hand","TetraPGA",11,1,0,2.414805,2.414805,2813.752641814,3517.093492139,0.636012,0.840662,1.476674,0.009921,0.016814,0.026735,0.007932,0.003111,0.011043,0.013678,0.21247,0.226148,0,0,0,0,0,0,0.263926,1.212748,0.938131,2.414805,198,51
"leap_hand","TetraPGA",11,2,1,4.611752,2.196947,2298.182863766,2809.574717148,0.496711,0.791115,1.287826,0.006345,0.014769,0.021114,0.005024,0.002581,0.007605,0.007455,0.199895,0.20735,0,0,0,0,0,0,0.236069,1.051757,0.909121,2.196947,160,51
"leap_hand","TetraPGA",11,3,2,6.853356,2.241604,1821.077967261,2294.004939133,0.522867,0.792371,1.315238,0.006705,0.017697,0.024402,0.005314,0.002431,0.007745,0.008498,0.198114,0.206612,0,0,0,0,0,0,0.238759,1.076479,0.926366,2.241604,168,51
"leap_hand","TetraPGA",11,4,3,9.154161,2.300805,1416.281807399,1816.900042654,0.593067,0.784674,1.377741,0.007402,0.014781,0.022183,0.005993,0.002484,0.008477,0.009143,0.198873,0.208016,0,0,0,0,0,0,0.238676,1.139065,0.923064,2.300805,190,51
"leap_hand","TetraPGA",11,5,4,11.291493,2.137332,874.561943015,1412.103882814,0.458924,0.772877,1.231801,0.006077,0.014648,0.020725,0.004849,0.002507,0.007356,0.007436,0.195582,0.203018,0,0,0,0,0,0,0.231099,1.000702,0.905531,2.137332,147,51
"leap_hand","TetraPGA",11,6,5,13.286345,1.994852,270.544398946,870.384018451,0.324015,0.772759,1.096774,0.004615,0.014682,0.019297,0.003648,0.002423,0.006071,0.006434,0.197471,0.203905,0,0,0,0,0,0,0.229273,0.867501,0.898078,1.994852,102,51
"leap_hand","TetraPGA",11,7,6,15.281541,1.995196,103.748482781,266.36647441,0.323142,0.771032,1.094174,0.00469,0.014736,0.019426,0.003654,0.002457,0.006111,0.006677,0.195455,0.202132,0,0,0,0,0,0,0.227669,0.866505,0.901022,1.995196,102,51
"leap_hand","TetraPGA",11,8,7,17.100318,1.818777,6.631765793,99.570558275,0.161677,0.772976,0.934653,0.002413,0.014767,0.01718,0.001879,0.002476,0.004355,0.003615,0.197298,0.200913,0,0,0,0,0,0,0.222448,0.712205,0.884124,1.818777,51,51
"leap_hand","TetraPGA",11,9,8,18.908757,1.808439,4.180874469,2.453841294,0.162153,0.772804,0.934957,0.002499,0.014816,0.017315,0.00194,0.002385,0.004325,0.003703,0.195786,0.199489,0,0,0,0,0,0,0.221129,0.713828,0.873482,1.808439,51,51
"leap_hand","TetraPGA",11,10,9,20.709115,1.800358,4.177926724,0.002949973,0.161478,0.776521,0.937999,0.002331,0.014706,0.017037,0.001879,0.002405,0.004284,0.003622,0.197415,0.201037,0,0,0,0,0,0,0.222358,0.715641,0.862359,1.800358,51,51
"leap_hand","TetraPGA",11,11,10,22.512457,1.803342,4.177924496,0.000002228,0.163793,0.774072,0.937865,0.002439,0.014734,0.017173,0.001889,0.002481,0.00437,0.00379,0.197454,0.201244,0,0,0,0,0,0,0.222787,0.715078,0.865477,1.803342,51,51
"leap_hand","TetraPGA",12,1,0,2.478308,2.478308,2733.192431183,4567.243071418,0.663649,0.860542,1.524191,0.011028,0.01737,0.028398,0.008271,0.003074,0.011345,0.017033,0.212763,0.229796,0,0,0,0,0,0,0.269539,1.254652,0.954117,2.478308,204,51
"leap_hand","TetraPGA",12,2,1,4.488063,2.009755,1030.851362828,2727.178099217,0.320139,0.789203,1.109342,0.004843,0.015159,0.020002,0.003631,0.002531,0.006162,0.006328,0.199783,0.206111,0,0,0,0,0,0,0.232275,0.877067,0.900413,2.009755,102,51
"leap_hand","TetraPGA",12,3,2,6.479564,1.991501,339.362187623,1024.837030963,0.32016,0.772494,1.092654,0.004548,0.014853,0.019401,0.003554,0.002418,0.005972,0.006264,0.19563,0.201894,0,0,0,0,0,0,0.227267,0.865387,0.898847,1.991501,102,51
"leap_hand","TetraPGA",12,4,3,8.296312,1.816748,82.629968163,333.34785582,0.161391,0.771008,0.932399,0.002494,0.014622,0.017116,0.001905,0.002363,0.004268,0.003511,0.195781,0.199292,0,0,0,0,0,0,0.220676,0.711723,0.884349,1.816748,51,51
"leap_hand","TetraPGA",12,5,4,10.09278,1.796468,13.562515803,76.615636385,0.16166,0.77178,0.93344,0.002415,0.014958,0.017373,0.001964,0.002291,0.004255,0.003493,0.195183,0.198676,0,0,0,0,0,0,0.220304,0.713136,0.863028,1.796468,51,51
"leap_hand","TetraPGA",12,6,5,11.887122,1.794342,6.014644212,7.548184032,0.162506,0.77188,0.934386,0.002485,0.014667,0.017152,0.001849,0.002398,0.004247,0.003478,0.198325,0.201803,0,0,0,0,0,0,0.223202,0.711184,0.859956,1.794342,51,51
"leap_hand","TetraPGA",12,7,6,13.684519,1.797397,6.014331789,0.000312441,0.162571,0.769987,0.932558,0.00249,0.01459,0.01708,0.001918,0.002392,0.00431,0.003717,0.196021,0.199738,0,0,0,0,0,0,0.221128,0.71143,0.864839,1.797397,51,51
"leap_hand","TetraPGA",12,8,7,15.498297,1.813778,6.014331771,0.000000018,0.16239,0.780207,0.942597,0.00263,0.015207,0.017837,0.001904,0.002361,0.004265,0.003657,0.197448,0.201105,0,0,0,0,0,0,0.223207,0.71939,0.871181,1.813778,51,51
"leap_hand","TetraPGA",13,1,0,2.449877,2.449877,5723.288881565,2832.389312773,0.647289,0.850555,1.497844,0.010042,0.017883,0.027925,0.007722,0.00266,0.010382,0.014892,0.211147,0.226039,0,0,0,0,0,0,0.264346,1.233498,0.952033,2.449877,201,51
"leap_hand","TetraPGA",13,2,1,4.456689,2.006812,4026.963107449,5720.02429696,0.321127,0.784203,1.10533,0.004809,0.014915,0.019724,0.003505,0.002574,0.006079,0.006245,0.197893,0.204138,0,0,0,0,0,0,0.229941,0.875389,0.901482,2.006812,102,51
"leap_hand","TetraPGA",13,3,2,6.456136,1.999447,1213.107969434,4023.69852293,0.325971,0.771418,1.097389,0.004854,0.015041,0.019895,0.003693,0.002422,0.006115,0.006266,0.196778,0.203044,0,0,0,0,0,0,0.229054,0.868335,0.902058,1.999447,102,51
"leap_hand","TetraPGA",13,4,3,8.263184,1.807048,516.414659065,1209.843384986,0.161511,0.76402,0.925531,0.002601,0.013236,0.015837,0.001813,0.002442,0.004255,0.003487,0.195016,0.198503,0,0,0,0,0,0,0.218595,0.706936,0.881517,1.807048,51,51
"leap_hand","TetraPGA",13,5,4,10.050867,1.787683,23.727295164,513.150074658,0.161197,0.76353,0.924727,0.002639,0.013204,0.015843,0.001847,0.002356,0.004203,0.003579,0.192274,0.195853,0,0,0,0,0,0,0.215899,0.708828,0.862956,1.787683,51,51
"leap_hand","TetraPGA",13,6,5,11.837693,1.786826,3.266342633,20.462710766,0.161188,0.763479,0.924667,0.002504,0.013136,0.01564,0.001786,0.002471,0.004257,0.003517,0.19275,0.196267,0,0,0,0,0,0,0.216164,0.708503,0.862159,1.786826,51,51
"leap_hand","TetraPGA",13,7,6,13.626376,1.788683,3.264584575,0.001758236,0.164897,0.763504,0.928401,0.002518,0.013151,0.015669,0.001944,0.002344,0.004288,0.003497,0.192373,0.19587,0,0,0,0,0,0,0.215827,0.712574,0.860282,1.788683,51,51
"leap_hand","TetraPGA",13,8,7,15.445049,1.818673,3.264584397,0.000000178,0.163992,0.77837,0.942362,0.002652,0.013029,0.015681,0.002281,0.002316,0.004597,0.003771,0.19544,0.199211,0,0,0,0,0,0,0.219489,0.722873,0.876311,1.818673,51,51
"leap_hand","TetraPGA",14,1,0,2.596856,2.596856,2983.088142937,3400.476975322,0.797695,0.831613,1.629308,0.011986,0.015763,0.027749,0.009117,0.002601,0.011718,0.016483,0.207348,0.223831,0,0,0,0,0,0,0.263298,1.36601,0.967548,2.596856,250,51
"leap_hand","TetraPGA",14,2,1,4.777709,2.180853,2465.150316141,2979.223841742,0.495527,0.777353,1.27288,0.00673,0.013276,0.020006,0.005189,0.002621,0.00781,0.008319,0.196367,0.204686,0,0,0,0,0,0,0.232502,1.040378,0.907973,2.180853,159,51
"leap_hand","TetraPGA",14,3,2,6.790012,2.012303,1538.37538772,2461.286014948,0.348612,0.764649,1.113261,0.004889,0.013108,0.017997,0.003706,0.002563,0.006269,0.006133,0.193514,0.199647,0,0,0,0,0,0,0.223913,0.889348,0.899042,2.012303,112,51
"leap_hand","TetraPGA",14,4,3,8.753513,1.963501,1610.259816982,1534.511086463,0.305017,0.763083,1.0681,0.004439,0.013101,0.01754,0.003335,0.002651,0.005986,0.006069,0.192816,0.198885,0,0,0,0,0,0,0.222411,0.845689,0.895401,1.963501,97,51
"leap_hand","TetraPGA",14,5,4,10.884131,2.130618,969.233274171,1606.395515798,0.465053,0.762807,1.22786,0.006779,0.013203,0.019982,0.005095,0.002493,0.007588,0.008945,0.19157,0.200515,0,0,0,0,0,0,0.228085,0.999775,0.902758,2.130618,148,51
"leap_hand","TetraPGA",14,6,5,12.859323,1.975192,317.311418178,965.368973065,0.31752,0.7639,1.08142,0.004647,0.01338,0.018027,0.003465,0.002518,0.005983,0.006456,0.19274,0.199196,0,0,0,0,0,0,0.223206,0.858214,0.893772,1.975192,101,51
"leap_hand","TetraPGA",14,7,6,14.869656,2.010333,218.645612308,313.447117075,0.323718,0.772948,1.096666,0.004718,0.013422,0.01814,0.003668,0.002555,0.006223,0.007661,0.19611,0.203771,0,0,0,0,0,0,0.228134,0.868532,0.913667,2.010333,102,51
"leap_hand","TetraPGA",14,8,7,16.700605,1.830949,13.909858333,214.781311262,0.16174,0.776459,0.938199,0.00246,0.013813,0.016273,0.00188,0.002495,0.004375,0.003687,0.19569,0.199377,0,0,0,0,0,0,0.220025,0.718174,0.89275,1.830949,51,51
