robot,backend,sample_id,callback_index,solver_iter,elapsed_ms,iter_interval_ms,cost,stop,dam_calc_interval_ms,dam_calcdiff_interval_ms,dam_total_interval_ms,cost_state_calc_interval_ms,cost_state_calcdiff_interval_ms,cost_state_total_interval_ms,cost_control_calc_interval_ms,cost_control_calcdiff_interval_ms,cost_control_total_interval_ms,cost_acc_calc_interval_ms,cost_acc_calcdiff_interval_ms,cost_acc_total_interval_ms,cost_collision_calc_interval_ms,cost_collision_calcdiff_interval_ms,cost_collision_total_interval_ms,cost_other_calc_interval_ms,cost_other_calcdiff_interval_ms,cost_other_total_interval_ms,cost_total_interval_ms,non_cost_model_interval_ms,solver_overhead_interval_ms,stack_total_interval_ms,dam_calc_calls,dam_calcdiff_calls
"ur10","TetraPGA",0,1,0,0.523591,0.523591,618.084218156,746.428769499,0.194746,0.203232,0.397978,0.00491,0.003961,0.008871,0.004105,0.001674,0.005779,0.005967,0.028496,0.034463,0,0,0,0,0,0,0.049113,0.348865,0.125613,0.523591,153,51
"ur10","TetraPGA",0,2,1,0.897115,0.373524,35.538266359,616.088269912,0.065037,0.195649,0.260686,0.001659,0.003868,0.005527,0.001409,0.001621,0.00303,0.001888,0.027767,0.029655,0,0,0,0,0,0,0.038212,0.222474,0.112838,0.373524,51,51
"ur10","TetraPGA",0,3,2,1.270737,0.373622,2.022797073,33.629036586,0.070024,0.195473,0.265497,0.001762,0.003853,0.005615,0.001446,0.001643,0.003089,0.002051,0.027539,0.02959,0,0,0,0,0,0,0.038294,0.227203,0.108125,0.373622,51,51
"ur10","TetraPGA",0,4,3,1.639939,0.369202,1.909058534,0.113741183,0.064648,0.196817,0.261465,0.001599,0.003851,0.00545,0.001342,0.001668,0.00301,0.001826,0.028038,0.029864,0,0,0,0,0,0,0.038324,0.223141,0.107737,0.369202,51,51
"ur10","TetraPGA",0,5,4,2.008812,0.368873,1.909056717,0.000001817,0.064743,0.196569,0.261312,0.001625,0.003809,0.005434,0.001402,0.001791,0.003193,0.001796,0.027754,0.02955,0,0,0,0,0,0,0.038177,0.223135,0.107561,0.368873,51,51
"ur10","TetraPGA",1,1,0,0.519489,0.519489,141.081488519,429.741086048,0.194776,0.199525,0.394301,0.005438,0.003819,0.009257,0.00427,0.001627,0.005897,0.006132,0.028075,0.034207,0,0,0,0,0,0,0.049361,0.34494,0.125188,0.519489,153,51
"ur10","TetraPGA",1,2,1,0.897985,0.378496,6.72202591,140.016705397,0.064898,0.197459,0.262357,0.001866,0.003752,0.005618,0.001433,0.001659,0.003092,0.002063,0.028264,0.030327,0,0,0,0,0,0,0.039037,0.22332,0.116139,0.378496,51,51
"ur10","TetraPGA",1,3,2,1.268139,0.370154,1.059207295,5.668109909,0.0645,0.195772,0.260272,0.0017,0.003818,0.005518,0.001409,0.001697,0.003106,0.001969,0.028113,0.030082,0,0,0,0,0,0,0.038706,0.221566,0.109882,0.370154,51,51
"ur10","TetraPGA",1,4,3,1.635849,0.36771,1.053897007,0.00531028,0.064303,0.194895,0.259198,0.001731,0.003682,0.005413,0.001386,0.001639,0.003025,0.001906,0.027432,0.029338,0,0,0,0,0,0,0.037776,0.221422,0.108512,0.36771,51,51
"ur10","TetraPGA",1,5,4,2.006691,0.370842,1.053897007,0,0.06458,0.196398,0.260978,0.001872,0.00381,0.005682,0.001428,0.001692,0.00312,0.00195,0.027338,0.029288,0,0,0,0,0,0,0.03809,0.222888,0.109864,0.370842,51,51
"ur10","TetraPGA",2,1,0,0.525612,0.525612,252.708380857,460.952259746,0.198059,0.201925,0.399984,0.005413,0.003921,0.009334,0.004199,0.00186,0.006059,0.005957,0.029444,0.035401,0,0,0,0,0,0,0.050794,0.34919,0.125628,0.525612,153,51
"ur10","TetraPGA",2,2,1,0.896672,0.37106,8.178508338,251.410853461,0.064517,0.194732,0.259249,0.001762,0.003665,0.005427,0.001393,0.001626,0.003019,0.001825,0.027253,0.029078,0,0,0,0,0,0,0.037524,0.221725,0.111811,0.37106,51,51
"ur10","TetraPGA",2,3,2,1.265084,0.368412,1.291501409,6.887300724,0.064457,0.195116,0.259573,0.001712,0.003703,0.005415,0.001385,0.001679,0.003064,0.001953,0.027117,0.02907,0,0,0,0,0,0,0.037549,0.222024,0.108839,0.368412,51,51
"ur10","TetraPGA",2,4,3,1.633563,0.368479,1.291195027,0.00030636,0.064614,0.196501,0.261115,0.001721,0.003711,0.005432,0.001383,0.001728,0.003111,0.001901,0.02695,0.028851,0,0,0,0,0,0,0.037394,0.223721,0.107364,0.368479,51,51
"ur10","TetraPGA",2,5,4,2.000555,0.366992,1.291195025,0.000000002,0.064421,0.194348,0.258769,0.001711,0.003629,0.00534,0.001381,0.001542,0.002923,0.001867,0.027044,0.028911,0,0,0,0,0,0,0.037174,0.221595,0.108223,0.366992,51,51
"ur10","TetraPGA",3,1,0,0.451973,0.451973,354.603472903,1321.393931493,0.13419,0.198582,0.332772,0.003649,0.003741,0.00739,0.002966,0.001648,0.004614,0.004457,0.028519,0.032976,0,0,0,0,0,0,0.04498,0.287792,0.119201,0.451973,102,51
"ur10","TetraPGA",3,2,1,0.821089,0.369116,29.984062473,351.715140532,0.064795,0.195237,0.260032,0.001663,0.003617,0.00528,0.00139,0.001702,0.003092,0.001921,0.02708,0.029001,0,0,0,0,0,0,0.037373,0.222659,0.109084,0.369116,51,51
"ur10","TetraPGA",3,3,2,1.194676,0.373587,2.887427214,27.099165294,0.065065,0.197085,0.26215,0.001743,0.003814,0.005557,0.001361,0.001699,0.00306,0.001918,0.027144,0.029062,0,0,0,0,0,0,0.037679,0.224471,0.111437,0.373587,51,51
"ur10","TetraPGA",3,4,3,1.56231,0.367634,2.884888167,0.002539042,0.06465,0.195053,0.259703,0.001642,0.003802,0.005444,0.001354,0.001634,0.002988,0.001912,0.02699,0.028902,0,0,0,0,0,0,0.037334,0.222369,0.107931,0.367634,51,51
"ur10","TetraPGA",3,5,4,1.930454,0.368144,2.884888165,0.000000002,0.064493,0.194578,0.259071,0.001686,0.003693,0.005379,0.001345,0.001724,0.003069,0.001923,0.027062,0.028985,0,0,0,0,0,0,0.037433,0.221638,0.109073,0.368144,51,51
"ur10","TetraPGA",4,1,0,0.448083,0.448083,411.033029819,1016.476204229,0.131545,0.198079,0.329624,0.003577,0.00396,0.007537,0.002918,0.001764,0.004682,0.00449,0.027739,0.032229,0,0,0,0,0,0,0.044448,0.285176,0.118459,0.448083,102,51
"ur10","TetraPGA",4,2,1,0.819988,0.371905,15.028542578,408.466040637,0.064996,0.195856,0.260852,0.001677,0.003805,0.005482,0.001397,0.001723,0.00312,0.002024,0.027115,0.029139,0,0,0,0,0,0,0.037741,0.223111,0.111053,0.371905,51,51
"ur10","TetraPGA",4,3,2,1.187944,0.367956,2.565952539,12.46258632,0.064903,0.195126,0.260029,0.001838,0.003847,0.005685,0.001383,0.001657,0.00304,0.001979,0.027404,0.029383,0,0,0,0,0,0,0.038108,0.221921,0.107927,0.367956,51,51
"ur10","TetraPGA",4,4,3,1.556144,0.3682,2.565951521,0.000000991,0.064678,0.195231,0.259909,0.001678,0.003773,0.005451,0.001347,0.001765,0.003112,0.001931,0.027278,0.029209,0,0,0,0,0,0,0.037772,0.222137,0.108291,0.3682,51,51
"ur10","TetraPGA",5,1,0,0.516678,0.516678,119.381994325,393.320407646,0.194434,0.197432,0.391866,0.005218,0.003817,0.009035,0.004203,0.001737,0.00594,0.005863,0.027756,0.033619,0,0,0,0,0,0,0.048594,0.343272,0.124812,0.516678,153,51
"ur10","TetraPGA",5,2,1,0.898191,0.381513,3.045509143,118.068785431,0.065035,0.196993,0.262028,0.00176,0.003749,0.005509,0.001471,0.00159,0.003061,0.002002,0.027149,0.029151,0,0,0,0,0,0,0.037721,0.224307,0.119485,0.381513,51,51
"ur10","TetraPGA",5,3,2,1.267756,0.369565,1.307402119,1.738962546,0.064627,0.196527,0.261154,0.001713,0.003733,0.005446,0.001389,0.001575,0.002964,0.001881,0.027154,0.029035,0,0,0,0,0,0,0.037445,0.223709,0.108411,0.369565,51,51
"ur10","TetraPGA",5,4,3,1.635532,0.367776,1.306516045,0.000885981,0.064852,0.19486,0.259712,0.001847,0.003715,0.005562,0.001406,0.001626,0.003032,0.001882,0.027105,0.028987,0,0,0,0,0,0,0.037581,0.222131,0.108064,0.367776,51,51
"ur10","TetraPGA",5,5,4,2.010752,0.37522,1.306516038,0.000000007,0.064627,0.198893,0.26352,0.00181,0.003804,0.005614,0.001402,0.001627,0.003029,0.001872,0.028952,0.030824,0,0,0,0,0,0,0.039467,0.224053,0.1117,0.37522,51,51
"ur10","TetraPGA",6,1,0,0.521871,0.521871,192.866734378,609.27579507,0.19452,0.197185,0.391705,0.005194,0.003778,0.008972,0.004113,0.001713,0.005826,0.005918,0.027988,0.033906,0,0,0,0,0,0,0.048704,0.343001,0.130166,0.521871,153,51
"ur10","TetraPGA",6,2,1,0.894385,0.372514,36.486282071,191.364405708,0.064439,0.195481,0.25992,0.001641,0.003796,0.005437,0.00132,0.001644,0.002964,0.00193,0.027978,0.029908,0,0,0,0,0,0,0.038309,0.221611,0.112594,0.372514,51,51
"ur10","TetraPGA",6,3,2,1.267594,0.373209,1.502783357,34.985754958,0.064645,0.197753,0.262398,0.001609,0.003695,0.005304,0.00132,0.001712,0.003032,0.001946,0.027731,0.029677,0,0,0,0,0,0,0.038013,0.224385,0.110811,0.373209,51,51
"ur10","TetraPGA",6,4,3,1.649493,0.381899,1.500469909,0.002313314,0.06437,0.2021,0.26647,0.00164,0.00378,0.00542,0.001322,0.001739,0.003061,0.001938,0.027707,0.029645,0,0,0,0,0,0,0.038126,0.228344,0.115429,0.381899,51,51
"ur10","TetraPGA",6,5,4,2.022698,0.373205,1.500469899,0.000000009,0.064471,0.194722,0.259193,0.001617,0.003758,0.005375,0.001341,0.001662,0.003003,0.00194,0.027426,0.029366,0,0,0,0,0,0,0.037744,0.221449,0.114012,0.373205,51,51
"ur10","TetraPGA",7,1,0,0.448677,0.448677,238.248768577,1476.587253874,0.133353,0.197384,0.330737,0.003497,0.003869,0.007366,0.002969,0.001761,0.00473,0.004447,0.027991,0.032438,0,0,0,0,0,0,0.044534,0.286203,0.11794,0.448677,102,51
"ur10","TetraPGA",7,2,1,0.822192,0.373515,4.925505971,235.338068253,0.067053,0.194677,0.26173,0.00181,0.003677,0.005487,0.001342,0.001632,0.002974,0.001963,0.027041,0.029004,0,0,0,0,0,0,0.037465,0.224265,0.111785,0.373515,51,51
"ur10","TetraPGA",7,3,2,1.195037,0.372845,2.961347179,2.016205621,0.064727,0.200203,0.26493,0.001713,0.00369,0.005403,0.001367,0.001759,0.003126,0.001942,0.029333,0.031275,0,0,0,0,0,0,0.039804,0.225126,0.107915,0.372845,51,51
"ur10","TetraPGA",7,4,3,1.567223,0.372186,2.909422927,0.052055556,0.064668,0.199373,0.264041,0.001711,0.003625,0.005336,0.001341,0.001668,0.003009,0.001898,0.029944,0.031842,0,0,0,0,0,0,0.040187,0.223854,0.108145,0.372186,51,51
"ur10","TetraPGA",7,5,4,1.939503,0.37228,2.909291954,0.000130974,0.06714,0.196563,0.263703,0.001763,0.003637,0.0054,0.001356,0.001693,0.003049,0.001844,0.02761,0.029454,0,0,0,0,0,0,0.037903,0.2258,0.108577,0.37228,51,51
"ur10","TetraPGA",7,6,5,2.307676,0.368173,2.909291954,0,0.064426,0.196099,0.260525,0.001638,0.003949,0.005587,0.001348,0.001679,0.003027,0.001879,0.027501,0.02938,0,0,0,0,0,0,0.037994,0.222531,0.107648,0.368173,51,51
"ur10","TetraPGA",8,1,0,0.522045,0.522045,355.738505211,1140.073478137,0.194361,0.200961,0.395322,0.005009,0.003792,0.008801,0.00422,0.001681,0.005901,0.005901,0.031163,0.037064,0,0,0,0,0,0,0.051766,0.343556,0.126723,0.522045,153,51
"ur10","TetraPGA",8,2,1,0.90267,0.380625,43.873223784,353.092928234,0.064808,0.199573,0.264381,0.001638,0.003717,0.005355,0.001427,0.00163,0.003057,0.001942,0.027461,0.029403,0,0,0,0,0,0,0.037815,0.226566,0.116244,0.380625,51,51
"ur10","TetraPGA",8,3,2,1.2764,0.37373,2.689019334,41.218359734,0.066972,0.196299,0.263271,0.001891,0.003771,0.005662,0.001393,0.001633,0.003026,0.001985,0.027363,0.029348,0,0,0,0,0,0,0.038036,0.225235,0.110459,0.37373,51,51
"ur10","TetraPGA",8,4,3,1.65026,0.37386,2.654816104,0.034203052,0.066559,0.195759,0.262318,0.001693,0.003694,0.005387,0.001348,0.001642,0.00299,0.00196,0.026882,0.028842,0,0,0,0,0,0,0.037219,0.225099,0.111542,0.37386,51,51
"ur10","TetraPGA",8,5,4,2.021604,0.371344,2.654816083,0.00000002,0.064782,0.195349,0.260131,0.001809,0.003679,0.005488,0.001317,0.001635,0.002952,0.001934,0.027032,0.028966,0,0,0,0,0,0,0.037406,0.222725,0.111213,0.371344,51,51
"ur10","TetraPGA",9,1,0,0.528043,0.528043,1351.508995774,2110.309863149,0.196382,0.202046,0.398428,0.005347,0.003901,0.009248,0.00422,0.001953,0.006173,0.006157,0.028962,0.035119,0,0,0,0,0,0,0.05054,0.347888,0.129615,0.528043,153,51
"ur10","TetraPGA",9,2,1,0.917714,0.389671,129.403008497,1347.29544612,0.065513,0.205489,0.271002,0.001851,0.005919,0.00777,0.001448,0.001676,0.003124,0.002015,0.028795,0.03081,0,0,0,0,0,0,0.041704,0.229298,0.118669,0.389671,51,51
"ur10","TetraPGA",9,3,2,1.28771,0.369996,4.609024099,125.258606061,0.064968,0.196055,0.261023,0.001684,0.003765,0.005449,0.001453,0.001583,0.003036,0.001996,0.026767,0.028763,0,0,0,0,0,0,0.037248,0.223775,0.108973,0.369996,51,51
"ur10","TetraPGA",9,4,3,1.664374,0.376664,4.143496146,0.465546693,0.067115,0.19601,0.263125,0.001689,0.003738,0.005427,0.001432,0.001686,0.003118,0.00198,0.026993,0.028973,0,0,0,0,0,0,0.037518,0.225607,0.113539,0.376664,51,51
"ur10","TetraPGA",9,5,4,2.038432,0.374058,4.143455842,0.000040292,0.064737,0.197556,0.262293,0.001696,0.003771,0.005467,0.00147,0.001598,0.003068,0.001908,0.026622,0.02853,0,0,0,0,0,0,0.037065,0.225228,0.111765,0.374058,51,51
"ur10","TetraPGA",10,1,0,0.516531,0.516531,574.355420284,1431.948136396,0.194443,0.196718,0.391161,0.005455,0.003885,0.00934,0.00418,0.001558,0.005738,0.005947,0.027843,0.03379,0,0,0,0,0,0,0.048868,0.342293,0.12537,0.516531,153,51
"ur10","TetraPGA",10,2,1,0.889959,0.373428,56.907420536,571.358524256,0.064767,0.195,0.259767,0.001695,0.00379,0.005485,0.001416,0.001473,0.002889,0.001979,0.027525,0.029504,0,0,0,0,0,0,0.037878,0.221889,0.113661,0.373428,51,51
"ur10","TetraPGA",10,3,2,1.257271,0.367312,3.057935101,53.930523209,0.064543,0.194489,0.259032,0.001767,0.003727,0.005494,0.00139,0.001559,0.002949,0.001854,0.027089,0.028943,0,0,0,0,0,0,0.037386,0.221646,0.10828,0.367312,51,51
"ur10","TetraPGA",10,4,3,1.628762,0.371491,2.976780334,0.081154664,0.064683,0.197561,0.262244,0.001731,0.003826,0.005557,0.001421,0.001651,0.003072,0.001921,0.029421,0.031342,0,0,0,0,0,0,0.039971,0.222273,0.109247,0.371491,51,51
"ur10","TetraPGA",10,5,4,1.997021,0.368259,2.976780296,0.000000038,0.064521,0.195516,0.260037,0.001849,0.003784,0.005633,0.001445,0.001384,0.002829,0.001902,0.027417,0.029319,0,0,0,0,0,0,0.037781,0.222256,0.108222,0.368259,51,51
"ur10","TetraPGA",11,1,0,0.516032,0.516032,351.391695136,918.218534884,0.194607,0.197258,0.391865,0.005275,0.003857,0.009132,0.00425,0.001559,0.005809,0.00578,0.0278,0.03358,0,0,0,0,0,0,0.048521,0.343344,0.124167,0.516032,153,51
"ur10","TetraPGA",11,2,1,0.890635,0.374603,31.827155225,349.34598261,0.065029,0.196147,0.261176,0.001889,0.003683,0.005572,0.001402,0.001642,0.003044,0.001973,0.027311,0.029284,0,0,0,0,0,0,0.0379,0.223276,0.113427,0.374603,51,51
"ur10","TetraPGA",11,3,2,1.261777,0.371142,2.1077893,29.794262317,0.065018,0.198346,0.263364,0.001933,0.00381,0.005743,0.001433,0.001554,0.002987,0.001953,0.026993,0.028946,0,0,0,0,0,0,0.037676,0.225688,0.107778,0.371142,51,51
"ur10","TetraPGA",11,4,3,1.634929,0.373152,2.032833621,0.074955685,0.0665,0.195865,0.262365,0.001786,0.00378,0.005566,0.001402,0.001596,0.002998,0.001959,0.027214,0.029173,0,0,0,0,0,0,0.037737,0.224628,0.110787,0.373152,51,51
"ur10","TetraPGA",11,5,4,2.006976,0.372047,2.032833524,0.000000098,0.066251,0.195501,0.261752,0.00182,0.003775,0.005595,0.001431,0.001527,0.002958,0.00198,0.027077,0.029057,0,0,0,0,0,0,0.03761,0.224142,0.110295,0.372047,51,51
"ur10","TetraPGA",12,1,0,0.59165,0.59165,734.794811016,1143.955245446,0.262921,0.196673,0.459594,0.007133,0.003755,0.010888,0.005408,0.001744,0.007152,0.009301,0.027997,0.037298,0,0,0,0,0,0,0.055338,0.404256,0.132056,0.59165,204,51
"ur10","TetraPGA",12,2,1,1.033216,0.441566,485.483203099,731.973387536,0.127721,0.194541,0.322262,0.003272,0.003712,0.006984,0.002602,0.00162,0.004222,0.003272,0.027105,0.030377,0,0,0,0,0,0,0.041583,0.280679,0.119304,0.441566,102,51
"ur10","TetraPGA",12,3,2,1.405623,0.372407,63.805064395,482.833935671,0.064765,0.194815,0.25958,0.001847,0.003611,0.005458,0.001445,0.001618,0.003063,0.001851,0.027204,0.029055,0,0,0,0,0,0,0.037576,0.222004,0.112827,0.372407,51,51
"ur10","TetraPGA",12,4,3,1.777381,0.371758,3.101711139,61.223060899,0.064889,0.197534,0.262423,0.001725,0.003689,0.005414,0.001442,0.001616,0.003058,0.001896,0.027246,0.029142,0,0,0,0,0,0,0.037614,0.224809,0.109335,0.371758,51,51
"ur10","TetraPGA",12,5,4,2.146387,0.369006,2.582041715,0.51966908,0.064636,0.195165,0.259801,0.001801,0.003737,0.005538,0.001389,0.001663,0.003052,0.001832,0.026922,0.028754,0,0,0,0,0,0,0.037344,0.222457,0.109205,0.369006,51,51
"ur10","TetraPGA",12,6,5,2.519649,0.373262,2.582041512,0.0000002,0.06462,0.194858,0.259478,0.001736,0.00378,0.005516,0.001369,0.001721,0.00309,0.001884,0.027081,0.028965,0,0,0,0,0,0,0.037571,0.221907,0.113784,0.373262,51,51
"ur10","TetraPGA",13,1,0,0.444442,0.444442,324.500960988,668.685637308,0.131025,0.196806,0.327831,0.003546,0.003696,0.007242,0.002909,0.001661,0.00457,0.00427,0.028055,0.032325,0,0,0,0,0,0,0.044137,0.283694,0.116611,0.444442,102,51
"ur10","TetraPGA",13,2,1,0.819249,0.374807,35.50982844,323.066457573,0.064781,0.19912,0.263901,0.001698,0.003665,0.005363,0.001403,0.001613,0.003016,0.001992,0.027082,0.029074,0,0,0,0,0,0,0.037453,0.226448,0.110906,0.374807,51,51
"ur10","TetraPGA",13,3,2,1.189537,0.370288,1.457390592,34.076732066,0.064451,0.195478,0.259929,0.001661,0.003594,0.005255,0.001351,0.001641,0.002992,0.001898,0.02719,0.029088,0,0,0,0,0,0,0.037335,0.222594,0.110359,0.370288,51,51
"ur10","TetraPGA",13,4,3,1.563022,0.373485,1.433100069,0.024291,0.064316,0.197583,0.261899,0.001662,0.003576,0.005238,0.001316,0.001607,0.002923,0.001831,0.027034,0.028865,0,0,0,0,0,0,0.037026,0.224873,0.111586,0.373485,51,51
"ur10","TetraPGA",13,5,4,1.935783,0.372761,1.433099598,0.000000471,0.066757,0.197545,0.264302,0.001784,0.00366,0.005444,0.001352,0.001689,0.003041,0.001907,0.027242,0.029149,0,0,0,0,0,0,0.037634,0.226668,0.108459,0.372761,51,51
"ur10","TetraPGA",14,1,0,0.52228,0.52228,469.411673721,687.359084198,0.197328,0.197383,0.394711,0.005025,0.003729,0.008754,0.004242,0.001708,0.00595,0.006007,0.027636,0.033643,0,0,0,0,0,0,0.048347,0.346364,0.127569,0.52228,153,51
"ur10","TetraPGA",14,2,1,0.897545,0.375265,28.937310648,467.56838577,0.064635,0.197063,0.261698,0.001688,0.003683,0.005371,0.001408,0.001678,0.003086,0.001913,0.026942,0.028855,0,0,0,0,0,0,0.037312,0.224386,0.113567,0.375265,51,51
"ur10","TetraPGA",14,3,2,1.266736,0.369191,2.250283098,27.096953396,0.064698,0.194724,0.259422,0.001654,0.003678,0.005332,0.001393,0.001695,0.003088,0.001954,0.026834,0.028788,0,0,0,0,0,0,0.037208,0.222214,0.109769,0.369191,51,51
"ur10","TetraPGA",14,4,3,1.637848,0.371112,1.840572935,0.409714859,0.064665,0.197224,0.261889,0.001737,0.003751,0.005488,0.001406,0.001612,0.003018,0.001928,0.027406,0.029334,0,0,0,0,0,0,0.03784,0.224049,0.109223,0.371112,51,51
"ur10","TetraPGA",14,5,4,2.006555,0.368707,1.840568748,0.000004187,0.064576,0.195134,0.25971,0.001577,0.003706,0.005283,0.001394,0.001694,0.003088,0.001899,0.027358,0.029257,0,0,0,0,0,0,0.037628,0.222082,0.108997,0.368707,51,51
"ur10","TetraPGA",15,1,0,0.519159,0.519159,275.46963157,884.70588571,0.194673,0.197909,0.392582,0.005043,0.003746,0.008789,0.004188,0.001648,0.005836,0.005782,0.028415,0.034197,0,0,0,0,0,0,0.048822,0.34376,0.126577,0.519159,153,51
"ur10","TetraPGA",15,2,1,0.89837,0.379211,7.053480428,273.371345718,0.064679,0.197028,0.261707,0.001672,0.003669,0.005341,0.001363,0.001536,0.002899,0.001884,0.027339,0.029223,0,0,0,0,0,0,0.037463,0.224244,0.117504,0.379211,51,51
"ur10","TetraPGA",15,3,2,1.27037,0.372,2.110177474,4.950483782,0.064598,0.197894,0.262492,0.001613,0.003648,0.005261,0.001382,0.00154,0.002922,0.001845,0.027166,0.029011,0,0,0,0,0,0,0.037194,0.225298,0.109508,0.372,51,51
"ur10","TetraPGA",15,4,3,1.652605,0.382235,2.102901041,0.007276329,0.064632,0.198114,0.262746,0.001609,0.003667,0.005276,0.001336,0.001623,0.002959,0.001782,0.027004,0.028786,0,0,0,0,0,0,0.037021,0.225725,0.119489,0.382235,51,51
"ur10","TetraPGA",15,5,4,2.027659,0.375054,2.102901033,0.000000007,0.066456,0.197183,0.263639,0.001692,0.003547,0.005239,0.001373,0.001561,0.002934,0.001902,0.029361,0.031263,0,0,0,0,0,0,0.039436,0.224203,0.111415,0.375054,51,51
"ur10","TetraPGA",16,1,0,0.530517,0.530517,679.466140379,1612.138337,0.199113,0.201958,0.401071,0.005047,0.004008,0.009055,0.004125,0.001765,0.00589,0.0058,0.029447,0.035247,0,0,0,0,0,0,0.050192,0.350879,0.129446,0.530517,153,51
"ur10","TetraPGA",16,2,1,0.905564,0.375047,243.590850929,676.059488536,0.064697,0.19712,0.261817,0.00188,0.003814,0.005694,0.001389,0.001587,0.002976,0.001843,0.029076,0.030919,0,0,0,0,0,0,0.039589,0.222228,0.11323,0.375047,51,51
"ur10","TetraPGA",16,3,2,1.279776,0.374212,4.025289965,240.269206632,0.067148,0.197749,0.264897,0.001865,0.003782,0.005647,0.001408,0.00167,0.003078,0.00193,0.02674,0.02867,0,0,0,0,0,0,0.037395,0.227502,0.109315,0.374212,51,51
"ur10","TetraPGA",16,4,3,1.650917,0.371141,3.321377052,0.70391154,0.064585,0.195397,0.259982,0.001711,0.003775,0.005486,0.00134,0.001669,0.003009,0.001868,0.026856,0.028724,0,0,0,0,0,0,0.037219,0.222763,0.111159,0.371141,51,51
"ur10","TetraPGA",16,5,4,2.018986,0.368069,3.321376873,0.000000172,0.064467,0.19487,0.259337,0.001695,0.00372,0.005415,0.001368,0.001564,0.002932,0.001867,0.026856,0.028723,0,0,0,0,0,0,0.03707,0.222267,0.108732,0.368069,51,51
"ur10","TetraPGA",17,1,0,0.521001,0.521001,1126.10854344,1846.700481109,0.19458,0.199733,0.394313,0.005123,0.003905,0.009028,0.004176,0.001713,0.005889,0.005903,0.028131,0.034034,0,0,0,0,0,0,0.048951,0.345362,0.126688,0.521001,153,51
"ur10","TetraPGA",17,2,1,0.892547,0.371546,309.265935596,1122.510878628,0.064836,0.194188,0.259024,0.001722,0.003604,0.005326,0.001362,0.001701,0.003063,0.001977,0.026616,0.028593,0,0,0,0,0,0,0.036982,0.222042,0.112522,0.371546,51,51
"ur10","TetraPGA",17,3,2,1.261926,0.369379,3.71087945,305.678813946,0.064632,0.194363,0.258995,0.0017,0.003655,0.005355,0.001445,0.001623,0.003068,0.001964,0.026684,0.028648,0,0,0,0,0,0,0.037071,0.221924,0.110384,0.369379,51,51
"ur10","TetraPGA",17,4,3,1.632973,0.371047,3.586334652,0.124544237,0.064588,0.196153,0.260741,0.001672,0.003662,0.005334,0.001395,0.001561,0.002956,0.001927,0.026662,0.028589,0,0,0,0,0,0,0.036879,0.223862,0.110306,0.371047,51,51
"ur10","TetraPGA",17,5,4,1.999924,0.366951,3.586334503,0.000000147,0.064621,0.19402,0.258641,0.001688,0.003587,0.005275,0.001385,0.001522,0.002907,0.001921,0.026717,0.028638,0,0,0,0,0,0,0.03682,0.221821,0.10831,0.366951,51,51
"ur10","TetraPGA",18,1,0,0.445896,0.445896,245.215551329,492.493591325,0.13144,0.19628,0.32772,0.003659,0.003754,0.007413,0.002967,0.001626,0.004593,0.00435,0.027401,0.031751,0,0,0,0,0,0,0.043757,0.283963,0.118176,0.445896,102,51
"ur10","TetraPGA",18,2,1,0.816518,0.370622,3.785552187,243.794371193,0.065246,0.194636,0.259882,0.00181,0.003832,0.005642,0.00144,0.001551,0.002991,0.002033,0.026792,0.028825,0,0,0,0,0,0,0.037458,0.222424,0.11074,0.370622,51,51
"ur10","TetraPGA",18,3,2,1.184743,0.368225,1.420974774,2.364583018,0.064625,0.194639,0.259264,0.001843,0.003818,0.005661,0.001352,0.001548,0.0029,0.001851,0.026902,0.028753,0,0,0,0,0,0,0.037314,0.22195,0.108961,0.368225,51,51
"ur10","TetraPGA",18,4,3,1.55126,0.366517,1.420969148,0.000005626,0.064262,0.194146,0.258408,0.001717,0.003688,0.005405,0.001359,0.001549,0.002908,0.00184,0.026738,0.028578,0,0,0,0,0,0,0.036891,0.221517,0.108109,0.366517,51,51
"ur10","TetraPGA",19,1,0,0.449589,0.449589,822.323706767,1773.146937812,0.134042,0.198318,0.33236,0.003741,0.003814,0.007555,0.002979,0.001689,0.004668,0.004623,0.027723,0.032346,0,0,0,0,0,0,0.044569,0.287791,0.117229,0.449589,102,51
"ur10","TetraPGA",19,2,1,0.821889,0.3723,4.165574774,818.77936002,0.067597,0.195187,0.262784,0.001859,0.003786,0.005645,0.001404,0.001598,0.003002,0.002115,0.027297,0.029412,0,0,0,0,0,0,0.038059,0.224725,0.109516,0.3723,51,51
"ur10","TetraPGA",19,3,2,1.19028,0.368391,3.542451352,0.623121823,0.064961,0.194945,0.259906,0.001726,0.003777,0.005503,0.00138,0.001674,0.003054,0.001972,0.027199,0.029171,0,0,0,0,0,0,0.037728,0.222178,0.108485,0.368391,51,51
"ur10","TetraPGA",19,4,3,1.558465,0.368185,3.542445429,0.000005891,0.064818,0.194396,0.259214,0.001729,0.003728,0.005457,0.001339,0.001575,0.002914,0.001927,0.026957,0.028884,0,0,0,0,0,0,0.037255,0.221959,0.108971,0.368185,51,51
"ur10","TetraPGA",20,1,0,0.515758,0.515758,111.50107211,357.116492812,0.194745,0.19675,0.391495,0.005445,0.003834,0.009279,0.004241,0.001679,0.00592,0.005925,0.027573,0.033498,0,0,0,0,0,0,0.048697,0.342798,0.124263,0.515758,153,51
