case_name,summary_file,robot,backend,num_cycles,tracking_rmse,tracking_mean,tracking_p95,torque_ratio_mean,torque_ratio_p95,torque_ratio_max,command_torque_ratio_mean,command_torque_ratio_p95,command_torque_ratio_max,solve_time_mean_ms,solve_time_p95_ms,reference_build_mean_ms,reference_build_p95_ms,problem_build_mean_ms,problem_build_p95_ms,warm_start_mean_ms,warm_start_p95_ms,initial_calc_mean_ms,initial_calc_p95_ms,solver_setup_mean_ms,solver_setup_p95_ms,mpc_pipeline_mean_ms,mpc_pipeline_p95_ms,publish_command_mean_ms,publish_command_p95_ms,solver_dam_calc_mean_ms,solver_dam_calc_p95_ms,solver_dam_calcdiff_mean_ms,solver_dam_calcdiff_p95_ms,solver_dynamics_calc_mean_ms,solver_dynamics_calc_p95_ms,solver_dynamics_calcdiff_mean_ms,solver_dynamics_calcdiff_p95_ms,solver_cost_sum_calc_mean_ms,solver_cost_sum_calc_p95_ms,solver_cost_sum_calcdiff_mean_ms,solver_cost_sum_calcdiff_p95_ms,solver_cost_item_total_mean_ms,solver_cost_item_total_p95_ms,solver_collision_cost_total_mean_ms,solver_collision_cost_total_p95_ms,solver_collision_residual_total_mean_ms,solver_collision_residual_total_p95_ms,solver_model_total_mean_ms,solver_model_total_p95_ms,solver_overhead_mean_ms,solver_overhead_p95_ms,initial_model_total_mean_ms,initial_model_total_p95_ms,enable_collision_cost,collision_obstacle_count,collision_weight,collision_safety_distance,acceleration_weight,realtime_ratio_mean,deadline_miss_rate,failure_rate,dt,horizon,solve_budget_ms,control_rate_hz,experiment_duration_s,plant_mass_scale,plant_payload_mass,controller_payload_mass,model_payload,plant_payload_com,controller_payload_com,payload_com_attachment,external_force_body_name,external_force_start_s,external_force_duration_s,external_force,external_torque,cycles_file,dt_estimate_s,velocity_rmse,accel_rms_norm,accel_energy_mean,cmd_accel_rms_norm,cmd_accel_energy_mean,plant_accel_rms_norm,plant_accel_energy_mean,jerk_rms_norm_from_dq,jerk_rms_norm_from_q,torque_rate_rms_norm,effort_rate_rms_norm,robot_display,backend_display
reference_leap_casadi,reference_leap_casadi_summary.csv,leap_left,casadi,1000,0.168107994,0.165131372,0.211748251,0.085728417,0.119084625,0.163756944,0.022199916,0.023552497,0.024770109,9.086831413,10.823395,0.021895055,0.051821,1.143874124,1.959742,0.00401653,0.007456,0.145509886,0.273726,0.081593227,0.139527,10.731508172,12.99119,0.026209216,0.040391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.086831413,10.823395,0,0,0,4,50,0.08,0.000001,0.454341571,0,0,0.02,20,8,50,20,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,reviewer_revision_experiments/04_closed_loop_mpc_metrics/reference_batch_20260628_231346/reference_leap_casadi_cycles.csv,0.020000109,0.51386696,30.7402119,944.96063,30.7402119,944.96063,27.9650988,782.046749,1781.31516,1635.45914,0.157441828,2.41553386,Leap Hand,CasADi
reference_leap_pinocchio,reference_leap_pinocchio_summary.csv,leap_left,pinocchio,1000,0.167710766,0.164706972,0.209917119,0.085711451,0.119477414,0.160867019,0.022280426,0.023553564,0.024764676,8.736700106,9.856715,0.022507756,0.048552,1.220032832,2.273596,0.00460195,0.008774,0.177874186,0.333718,0.091359532,0.174761,10.455973266,12.612879,0.026933596,0.048539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.736700106,9.856715,0,0,0,4,50,0.08,0.000001,0.436835005,0,0,0.02,20,8,50,20,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,reviewer_revision_experiments/04_closed_loop_mpc_metrics/reference_batch_20260628_231346/reference_leap_pinocchio_cycles.csv,0.020000127,0.511838351,30.6314008,938.282713,30.6314008,938.282713,27.7445194,769.758357,1768.84702,1648.65787,0.1478944,2.43069716,Leap Hand,Pinocchio
reference_leap_tetrapga,reference_leap_tetrapga_summary.csv,leap_left,tetrapga,1000,0.177207974,0.175540599,0.213631758,0.08403317,0.112648931,0.143103746,0.000502845,0.001996543,0.02198635,8.562029052,9.333822,0.026364609,0.069206,1.459911213,2.777271,0.004853358,0.009274,0.161186319,0.317917,0.098415522,0.178269,10.613320371,12.638466,0.030076653,0.05425,0,0,0,0,0,0,0,0,0,0,0,0,1.058941736,1.168586,0,0,0,0,0,0,8.562029052,9.333822,0,0,0,4,50,0.08,0.000001,0.428101453,0,0,0.02,20,8,50,20,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,reviewer_revision_experiments/04_closed_loop_mpc_metrics/reference_batch_20260628_231346/reference_leap_tetrapga_cycles.csv,0.019999918,0.61919437,35.9355762,1291.36564,35.9355762,1291.36564,33.9394143,1151.88385,2186.984,2161.40899,0.210300713,3.18749553,Leap Hand,GA
reference_tidybot_casadi,reference_tidybot_casadi_summary.csv,stanford_tidybot,casadi,1000,0.108727917,0.105862901,0.137078614,0.459836801,1.050621893,2.546813016,0.342140214,0.403588226,0.466254684,10.626527026,11.29969,0.010571876,0.028326,0.683925673,1.303304,0.002602618,0.005286,0.081606881,0.169536,0.040536135,0.07944,11.622277615,12.787728,0.024586468,0.039481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.626527026,11.29969,0,0,0,4,50,0.08,0.000001,0.531326351,0,0,0.02,20,10,50,20,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,reviewer_revision_experiments/04_closed_loop_mpc_metrics/reference_batch_20260628_231346/reference_tidybot_casadi_cycles.csv,0.020000116,0.0909213546,10.4684613,109.588683,10.4684613,109.588683,4.93186623,24.3233045,425.75329,262.307085,238.816171,46119.9676,TidyBot,CasADi
reference_tidybot_pinocchio,reference_tidybot_pinocchio_summary.csv,stanford_tidybot,pinocchio,1000,0.108812629,0.105892923,0.136583153,0.429638918,0.787550192,2.303253085,0.341862248,0.406755264,0.465960828,10.255686567,10.651463,0.011100175,0.027572,0.654856217,1.291986,0.002876764,0.005773,0.096079525,0.19705,0.043032389,0.08534,11.208195414,12.251603,0.02467047,0.040656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.255686567,10.651463,0,0,0,4,50,0.08,0.000001,0.512784328,0,0,0.02,20,10,50,20,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,reviewer_revision_experiments/04_closed_loop_mpc_metrics/reference_batch_20260628_231346/reference_tidybot_pinocchio_cycles.csv,0.020000039,0.0915953421,10.4763453,109.753811,10.4763453,109.753811,4.95298047,24.5320156,426.694934,258.958861,237.662791,40175.728,TidyBot,Pinocchio
reference_tidybot_tetrapga,reference_tidybot_tetrapga_summary.csv,stanford_tidybot,tetrapga,1000,0.115532934,0.113556721,0.137387823,0.489796392,0.965690839,3.401238447,0.036926491,0.103458731,0.143622911,10.2273201,10.468184,0.014703402,0.040143,0.595697264,1.139047,0.002666351,0.005477,0.078236244,0.158881,0.043227712,0.083396,11.140336127,11.998259,0.024676716,0.040337,0,0,0,0,0,0,0,0,0,0,0,0,1.154447704,1.208014,0,0,0,0,0,0,10.2273201,10.468184,0,0,0,4,50,0.08,0.000001,0.511366005,0,0,0.02,20,10,50,20,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,reviewer_revision_experiments/04_closed_loop_mpc_metrics/reference_batch_20260628_231346/reference_tidybot_tetrapga_cycles.csv,0.019999882,0.106456165,11.7811568,138.795655,11.7811568,138.795655,6.19903111,38.4279867,522.209514,330.396517,274.894644,48346.467,TidyBot,GA
reference_ur_casadi,reference_ur_casadi_summary.csv,ur,casadi,2500,0.167949347,0.163811931,0.216809627,0.14789696,1,1,0.137881803,0.252660966,0.378528068,4.20355943,4.377615,0.009505216,0.030446,0.66350781,0.861195,0.002598758,0.003432,0.072647612,0.08335,0.030313442,0.03629,5.191018465,5.595227,0.014961072,0.023087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20355943,4.377615,0,0,0,4,50,0.08,0.000001,0.525444929,0,0,0.008,40,4,125,20,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,reviewer_revision_experiments/04_closed_loop_mpc_metrics/reference_batch_20260628_231346/reference_ur_casadi_cycles.csv,0.00799999,0.204561154,53.602437,2873.22125,53.602437,2873.22125,13.8135272,190.813533,2595.30081,1724.18558,1574.865,3230.28734,UR10,CasADi
reference_ur_pinocchio,reference_ur_pinocchio_summary.csv,ur,pinocchio,2500,0.167256681,0.16313192,0.216966594,0.14792787,1,1,0.137035491,0.249768692,0.383340098,4.180214301,4.391065,0.011985202,0.02971,0.645994762,0.990201,0.002912064,0.004749,0.083324547,0.128739,0.03409984,0.051931,5.152600388,5.730201,0.016654534,0.028089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.180214301,4.391065,0,0,0,4,50,0.08,0.000001,0.522526788,0,0,0.008,40,4,125,20,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,reviewer_revision_experiments/04_closed_loop_mpc_metrics/reference_batch_20260628_231346/reference_ur_pinocchio_cycles.csv,0.007999971,0.202990734,52.8427584,2792.35711,52.8427584,2792.35711,14.1880359,201.300363,2645.70966,1674.22986,1539.21736,3152.56533,UR10,Pinocchio
reference_ur_tetrapga,reference_ur_tetrapga_summary.csv,ur,tetrapga,2500,0.16810052,0.163913928,0.221667717,0.140911648,1,1,0.137670297,0.252168852,0.379190529,4.207493484,4.419679,0.01087223,0.031371,0.610758278,0.97436,0.002738866,0.004428,0.078013784,0.121716,0.034223878,0.054546,5.161226456,5.80791,0.015813512,0.027718,0,0,0,0,0,0,0,0,0,0,0,0,0.498218312,0.529113,0,0,0,0,0,0,4.207493484,4.419679,0,0,0,4,50,0.08,0.000001,0.525936686,0,0,0.008,40,4,125,20,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,reviewer_revision_experiments/04_closed_loop_mpc_metrics/reference_batch_20260628_231346/reference_ur_tetrapga_cycles.csv,0.007999993,0.197205619,53.0763505,2817.09898,53.0763505,2817.09898,13.11623,172.035488,2438.19834,1711.30761,1569.74291,3185.95641,UR10,GA
