robot,backend,dof,samples,valid_samples,horizon,dt,max_iterations,success_rate,solver_iterations_mean,solve_total_mean_ms,solve_total_p95_ms,dam_calc_mean_ms,dam_calcdiff_mean_ms,dam_total_mean_ms,cost_state_calc_mean_ms,cost_state_calcdiff_mean_ms,cost_state_total_mean_ms,cost_control_calc_mean_ms,cost_control_calcdiff_mean_ms,cost_control_total_mean_ms,cost_acc_calc_mean_ms,cost_acc_calcdiff_mean_ms,cost_acc_total_mean_ms,cost_collision_calc_mean_ms,cost_collision_calcdiff_mean_ms,cost_collision_total_mean_ms,cost_other_calc_mean_ms,cost_other_calcdiff_mean_ms,cost_other_total_mean_ms,cost_total_mean_ms,non_cost_model_mean_ms,solver_overhead_mean_ms,stack_total_mean_ms,dam_calc_per_iter_mean_ms,dam_calcdiff_per_iter_mean_ms,dam_total_per_iter_mean_ms,cost_state_calc_per_iter_mean_ms,cost_state_calcdiff_per_iter_mean_ms,cost_state_total_per_iter_mean_ms,cost_control_calc_per_iter_mean_ms,cost_control_calcdiff_per_iter_mean_ms,cost_control_total_per_iter_mean_ms,cost_acc_calc_per_iter_mean_ms,cost_acc_calcdiff_per_iter_mean_ms,cost_acc_total_per_iter_mean_ms,cost_collision_calc_per_iter_mean_ms,cost_collision_calcdiff_per_iter_mean_ms,cost_collision_total_per_iter_mean_ms,cost_other_calc_per_iter_mean_ms,cost_other_calcdiff_per_iter_mean_ms,cost_other_total_per_iter_mean_ms,cost_total_per_iter_mean_ms,non_cost_model_per_iter_mean_ms,solver_overhead_per_iter_mean_ms,stack_total_per_iter_mean_ms
"ur10","TetraPGA",6,1,1,50,0.02,2,0,2,0.897689,0.897689,0.260819,0.396158,0.656977,0.007585,0.007262,0.014847,0.005777,0.00281,0.008587,0.008122,0.056628,0.06475,0,0,0,0,0,0,0.088184,0.568793,0.240712,0.897689,0.1304095,0.198079,0.3284885,0.0037925,0.003631,0.0074235,0.0028885,0.001405,0.0042935,0.004061,0.028314,0.032375,0,0,0,0,0,0,0.044092,0.2843965,0.120356,0.4488445
