robot,backend,t,tracking_error,velocity_error,torque_ratio,solve_time_ms,reference_build_ms,problem_build_ms,warm_start_ms,initial_calc_ms,solver_setup_ms,mpc_pipeline_time_ms,publish_command_ms,cycle_time_ms,realtime_ratio,iterations,converged,failed,best_cost,final_stop,plant_mass_scale,plant_payload_mass,controller_payload_mass,model_payload,plant_payload_com,controller_payload_com,payload_com_attachment,external_force_body_name,external_force_start_s,external_force_duration_s,external_force,external_torque,failure_message,q,dq,q_ref,dq_ref,q_cmd,dq_cmd,u_cmd,effort
ur,tetrapga,1.937754385,0.424339097,0.332870507,0.03293097,33.887555,0.068618,1.291616,0.019796,5.490362,0.033858,41.010939,0.025377,41.122818,4.235944375,1,0,0,2.912324297,0.030524064,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.085874458060675118 -1.4972574053366665 0.030818776977066684 -1.5008044852497926 0.043055861497415297 0.032789964087205407,0.084170803847727016 0.026981555847296963 0.051547180221578913 0.024520835460404442 0.005139469370112692 0.0011650329746515878,0.34138350704528059 -1.2818895898866156 0.2680620159049697 -1.398091416314482 0.077916017699522486 0.051389417313310107,0.044821749734586434 -0.036091297909206829 -0.11460428633888498 -0.15535567530169356 -0.16208668468934731 -0.1305535532977809,0.096519469031415492 -1.4955208025857218 0.035508652245595254 -1.4987745557386698 0.042698463916492603 0.032105029006960502,0.80669976153583445 0.15128344283679068 0.36077634209949411 0.14544162653207848 -0.037200475251833294 -0.059406221038491892,5.9160420820194837 99.678526716343697 53.997588229058074 3.7809735604482482 -0.6262728474727266 0.0090316614479287669,-0.38691211928579605 -10.518066074799208 -4.9396455504248706 -0.65070899033980822 0.087366602844340946 -0.0037889033762610325
ur,tetrapga,1.978944388,0.416515435,0.318595405,0.040110747,34.018848,0.073427,1.573141,0.019108,5.495618,0.031931,41.440722,0.030802,41.562681,4.252356,1,0,0,2.800519718,0.035714792,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.088382229112415917 -1.4961804894607225 0.032432082898719815 -1.5001386590224173 0.043111720998655102 0.032749477368616019,0.05067792388289296 0.024740578091570098 0.034052930239420513 0.013526667542064726 0.00092617977578130439 -0.00096221935787667062,0.3430961905837529 -1.2834941896744421 0.26323115504955508 -1.4045558593309631 0.071224068118762723 0.04601053755815615,0.038334456347916199 -0.041812424079301851 -0.11993780978230593 -0.15849740253513814 -0.16281075089797731 -0.13060078368866299,0.098793624772701066 -1.4946691216148629 0.036682024495187718 -1.4984961539311716 0.042430893349685028 0.031816334508814596,0.79284696259817111 0.1476905510448917 0.33895711537877365 0.12005668117149881 -0.059274888486102337 -0.076364834871708268,6.8075398099539584 96.946134123514412 52.785933481445149 3.6666039948394893 -0.60444047801489353 0.0084256825325820638,0.11577659960869369 -13.236546635847844 -5.9764937419145099 -0.66657161189232284 0.1188928385773238 0.0027602933101888993
ur,tetrapga,2.020574862,0.409141228,0.313661829,0.040454069,33.998004,0.068939,1.510695,0.02028,5.499427,0.034193,41.390529,0.029085,41.504421,4.2497505,1,0,0,2.693853327,0.043744094,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.090358399803886852 -1.4952225418133811 0.033666271195320938 -1.4997129252330004 0.043036183465124306 0.032623796010521365,0.038604089207009827 0.019911924494420516 0.02469341050027371 0.0082301848409656424 -0.0016389285831844467 -0.002569995671217986,0.34455521779530024 -1.2853542968932532 0.25812830996014285 -1.4112169795125924 0.064434469678459214 0.040574651075594527,0.031756701995179874 -0.047540848972145014 -0.12518766813881463 -0.16148214037299044 -0.16333921469219048 -0.13052852793789216,0.10082336621503313 -1.4937938433533744 0.03772698651686561 -1.4983355963831586 0.042093003683302641 0.031481759791656377,0.78091924084239639 0.14399854509343113 0.31910483395140976 0.096117899865925394 -0.080066840512752646 -0.092288183501450557,7.2934640590254229 94.30675835827202 51.413127883972422 3.5395891579830576 -0.58309873764315123 0.0076203992950065937,0.16623648811713565 -13.349842779918617 -5.9729723697674189 -0.63631276659907599 0.12784326651735967 0.0077509211533026701
ur,tetrapga,2.062168898,0.401800739,0.31700857,0.038228099,33.961954,0.068093,1.431732,0.018646,5.461684,0.040335,41.270225,0.031778,41.388811,4.24524425,1,0,0,2.589102722,0.043983717,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.092359966925931611 -1.4944551146972269 0.034759443986562728 -1.4993517084116614 0.042906410738348673 0.032452984613905229,0.041499385832884254 0.017502105676859909 0.023771221296122445 0.0075168842719807701 -0.00271357619509196 -0.0035321973132701797,0.34573915611454376 -1.2874497174497637 0.25281469659844302 -1.4179923281585989 0.057633092669149198 0.035149027050028293,0.025169549979666164 -0.053204557578268377 -0.1302862660362214 -0.16426984885636686 -0.16366291782547587 -0.1303362042453724,0.10743556152120375 -1.4922661234312089 0.04070745292075488 -1.4975474965661522 0.041446861354289558 0.030743151505216056,0.82652441327132653 0.19096499027067507 0.37255830048615912 0.098512477125801426 -0.080767791126634986 -0.092326035805040063,-9.7491244643989958 85.825416081470834 38.877590497456232 2.770906991631815 -0.53592674654008499 0.0043831202779875279,0.03218797331044243 -12.615272716811887 -5.6761975310240302 -0.60999689191157813 0.12658896287007337 0.010745055288410299
ur,tetrapga,2.103651999,0.394309053,0.321711444,0.036726775,34.026659,0.073882,1.471713,0.01892,5.508115,0.035536,41.388727,0.029906,41.510572,4.253332375,1,0,0,2.48393731,0.006233818,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.094460965733443314 -1.4937211999741706 0.035846957491968937 -1.4990203062232748 0.042731985708871316 0.032243221761239581,0.043435843762356409 0.017655315288815303 0.024125557185062957 0.0069394364203996892 -0.0036452768068665057 -0.0043337181932807537,0.3466468365074088 -1.2897728545158027 0.24730715347362403 -1.4248610274062021 0.050840665968880622 0.029748316402059924,0.018590894022300904 -0.058788194280144659 -0.13522002651781531 -0.16685374116180529 -0.16378248999317549 -0.13002524920058794,0.10705436877389198 -1.4916647154853377 0.040736473923789748 -1.4977857723122237 0.041211435470921862 0.030575539036977149,0.76326314332105638 0.16611827716897476 0.3074085896784805 0.06226613531123916 -0.10974850758232223 -0.11470594953133356,6.4268050774603793 85.229663044829977 45.461152100606398 3.0526819119491582 -0.51018333302958463 0.0049517505192037958,-0.064973101626890184 -12.119835894734024 -5.4848329224118402 -0.59218231847535208 0.12646187046600232 0.013236307399196789
ur,tetrapga,2.145253384,0.386737627,0.325723363,0.036403778,34.085145,0.068881,1.372792,0.018898,5.495947,0.034679,41.347276,0.031485,41.46556,4.260643125,1,0,0,2.391248979,0.019759732,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.0965157332773596 -1.492964332586322 0.036902766008012455 -1.4987477595083674 0.042508416056146914 0.031996866249949706,0.043254655509617657 0.018645536697688998 0.023946510352295884 0.0057950889696475154 -0.0048042678349900633 -0.0052294964866637641,0.34728294911715724 -1.2923337849749996 0.24158160251205593 -1.4318528203423908 0.044028120250107702 0.02434763441650362,0.011990416938683553 -0.064317122918039801 -0.14001110794906416 -0.16924544978167572 -0.16369892817699144 -0.12959448374403668,0.10775687311469143 -1.4910855563014964 0.041046087711385126 -1.4979965376672773 0.040790277571969208 0.030222346814635915,0.74647776113320474 0.15362096679166315 0.27830846818550292 0.033778530377272215 -0.13370602394564746 -0.13298197860343897,7.659456079905361 83.021186247513654 44.884612830213968 2.9774846643670343 -0.49361824783218844 0.004385174182763703,-0.098708179496384219 -12.013246778557004 -5.4516871019719702 -0.58284018591075437 0.12956086265235456 0.01600925701185929
ur,tetrapga,2.18681098,0.377774848,0.343854163,0.03531123,34.01717,0.068413,1.512925,0.018806,5.580949,0.035126,41.515949,0.032532,41.635557,4.25214625,1,0,0,2.282162101,0.005519536,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.099986511139692563 -1.4920720978371407 0.038488731956608478 -1.4983194277352416 0.042151811090515141 0.031594440040202225,0.07525264915016476 0.023611819002189546 0.037556980602585055 0.0094195575676648824 -0.007725251682795085 -0.008642728977887662,0.34764427739007397 -1.2951201064987032 0.23566641964212809 -1.4389324068400497 0.03723043402611171 0.018972989169275777,0.0053998573593913649 -0.069764221824240594 -0.14463554272666751 -0.17143277289023454 -0.16341266569066207 -0.12904595172257349,0.10973619781020441 -1.490380074973034 0.041840073685385865 -1.4980904885150843 0.040234635224271509 0.029718069832565079,0.73306321037655175 0.14984401203556702 0.25908298142363267 0.0084367732719128098 -0.15455113837133372 -0.14879044935674907,6.9460685738209715 79.457776228716597 42.424936801994342 2.7747657279046418 -0.46546874753891387 0.0031307659057636808,-0.37680584206236745 -11.296513968810359 -5.2966844596537044 -0.58966776701072376 0.13422866893050411 0.026503013886426174
ur,tetrapga,2.22854054,0.369506133,0.337297063,0.040002483,34.147075,0.069182,1.508258,0.018546,5.513957,0.03448,41.565594,0.02904,41.680553,4.268384375,1,0,0,2.172047737,0.007744043,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.10241601192653645 -1.4910451525972592 0.03978865424953313 -1.4980773644869403 0.041812162538347158 0.031246393421833562,0.046366769813519962 0.023247953612975786 0.026741450285222301 0.0046877274704632804 -0.0067276342714146595 -0.0068107150583359005,0.3477316783457276 -1.298144047255027 0.22953685387482006 -1.4461284860528747 0.030420823269839754 0.013601504639519245,-0.0012089153206092612 -0.075152068658958543 -0.14911185914586725 -0.17342401372793737 -0.16292220186064768 -0.12837706290141918,0.11179558748726923 -1.4895282660253404 0.042727358165685486 -1.4982078768136948 0.039632897619625226 0.029174958075607844,0.71493532736234933 0.14804346997579418 0.23912427477824802 -0.01549378908531524 -0.1738126577105141 -0.16340919394893444,7.7055821220328955 75.580733754584642 40.529833444134582 2.6058612551173805 -0.43525814659122014 0.0022313912295768177,-0.01017068308266289 -13.146022767549766 -6.0003724899174244 -0.61734464269011369 0.14376604339260268 0.020853804715919466
ur,tetrapga,2.270290695,0.361903689,0.335135086,0.041253956,34.301122,0.068207,1.370392,0.018015,5.488764,0.0346,41.624483,0.034319,41.749945,4.28764025,1,0,0,2.068497132,0.002735134,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.10416000118202995 -1.4901291899740909 0.040742237288188689 -1.4979954831386353 0.041455266473496948 0.03090861664131583,0.035754696491561405 0.020827459764874986 0.020717809557930747 0.0017460459145412016 -0.0073949421837042045 -0.0069673044461440771,0.34754343246090863 -1.3013926754586962 0.22322091018240892 -1.4534069454018579 0.023632562612022165 0.0082577579347889105,-0.0078057828937651407 -0.080455271561312922 -0.15341810392035787 -0.17520865450084439 -0.1622291033775059 -0.12759034846596751,0.11356633398405824 -1.4886614511971099 0.043498250146154313 -1.4984090277805069 0.039006673389275812 0.028622837051364255,0.69856745617608196 0.14590960032574252 0.22043155240215279 -0.038418475542718919 -0.1921760821606589 -0.17736878838719755,8.1416594025743834 71.800447029002811 38.566138391686223 2.4349734951512216 -0.40617773166597904 0.0013048450248711553,0.085146466834089551 -13.613805432150912 -6.1631837414136328 -0.6130104020176077 0.14903019422294506 0.021349453552915065
ur,tetrapga,2.312146813,0.354298272,0.337396105,0.040629451,36.372022,0.067835,1.299084,0.019653,5.681562,0.038352,43.824562,0.034316,43.944353,4.54650275,1,0,0,1.969447876,0.003478084,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.10597341612817539 -1.4892955555361667 0.041629494244999739 -1.4979730655223109 0.041033234641562097 0.030516234531773694,0.037536932313226634 0.019092158339531037 0.019560077617158438 0.00054414587961731388 -0.0087448803983881593 -0.0081034780383343104,0.34707866395275205 -1.3048698778653474 0.21671215891110718 -1.4607742835071167 0.016860344568618513 0.0029358681240956963,-0.014398061994714753 -0.085679057238250797 -0.15755791128680635 -0.17678777021185171 -0.16133249944874758 -0.12668470842234003,0.11523581951249884 -1.4878273608289865 0.044187297989769211 -1.4986768867734193 0.038340799703027936 0.02804287546325283,0.68324305704775323 0.14389281720647137 0.20292822427402279 -0.060730015251308611 -0.20989428904887705 -0.19083254103951819,8.2057475473437531 67.977214146891185 36.399892847254087 2.2514515875263785 -0.37670931366849614 0.00028943522174138848,0.029230341560776196 -13.4077186679242 -6.0835796456118203 -0.59942590829541587 0.15186743756993337 0.024864225077998015
ur,tetrapga,2.356202544,0.346407017,0.341056863,0.039549,37.865301,0.069122,1.385264,0.018803,5.506268,0.053487,45.249264,0.034447,45.370205,4.733162625,1,0,0,1.871651393,0.010462592,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.10784494853095017 -1.4885021883484841 0.042485965666740004 -1.4979967945751695 0.040560595076716367 0.030081498658872878,0.039588680416942822 0.018881727049686207 0.019466004903931005 -0.00044124158671576965 -0.010043601853740322 -0.0092039431419117888,0.34629203277556275 -1.3087637202833324 0.20967842567273454 -1.4685952364040833 0.009777465564142003 -0.0026220327519054223,-0.021307009699182141 -0.091071271786471231 -0.16171883325070349 -0.17822117481078806 -0.16017248460357536 -0.12560628391919848,0.11687812700741324 -1.4870235529231746 0.044822557005747166 -1.4990024968752156 0.037630502972568959 0.027428342452349621,0.66721787321109016 0.14265270819508613 0.18574064718656919 -0.083207025115160343 -0.22752430216289882 -0.20423057608915432,8.2164827251706356 63.83418544474987 34.036578361097838 2.0525015110818843 -0.34480518841419727 -0.00079606080505080327,-0.052268418120718252 -13.02584776572985 -5.9323500543833347 -0.58142735631281539 0.15333165217798239 0.028273844093725131
ur,tetrapga,2.401682271,0.338184968,0.342267642,0.028589314,35.237861,0.06842,1.312237,0.018672,5.49084,0.037687,42.491392,0.034579,42.611734,4.404732625,1,0,0,1.774474237,0.022859644,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.10986481427979744 -1.4876164894129329 0.043388211393020674 -1.4980899029299179 0.039984134776151883 0.029560030688390526,0.047999816145750898 0.020646327787959006 0.019427126772406149 -0.0041307029326096232 -0.015905434860007742 -0.01420848094361914,0.34516153898481522 -1.3130299388223952 0.20222989449431455 -1.4767296649733548 0.0025244505133823038 -0.0083067383055912738,-0.028399872225035455 -0.0965175318235625 -0.1657980723802534 -0.17945352555002034 -0.15874472041913798 -0.12435986794847718,0.11857409561104154 -1.4861836799605266 0.045454465573550311 -1.4993940440757618 0.036846782439641117 0.026753656532943579,0.65032812092952619 0.14204265094089161 0.16863517177079831 -0.10598052164940473 -0.24506705433991302 -0.21756625467831187,8.0724247693098015 59.288148543803949 31.456392205895952 1.8435270651871496 -0.31118162382820086 -0.0017865215099788843,7.4732198042463551 -9.4344735381273495 -3.590280745856461 -1.5170047093652101 -1.1754470307719487 -1.1303961412587853
ur,tetrapga,2.444367581,0.330565656,0.346440248,0.040768932,37.610721,0.068864,1.363354,0.019881,5.488831,0.038538,44.920834,0.041441,45.048235,4.701340125,1,0,0,1.682573508,0.029096322,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.11170015915751914 -1.486750974190342 0.044208119955349498 -1.498236941848027 0.039398319848300188 0.029037967183959668,0.035355303184383256 0.019311986308321722 0.017358365819359126 -0.00273211980783351 -0.011375503335308358 -0.010103072951973917,0.34380796431564203 -1.3172568364437736 0.19507468458443072 -1.4844102723378716 -0.0042192497447268648 -0.013587933605024808,-0.035013698734753608 -0.10151248127685017 -0.1694226427007445 -0.18038058915268274 -0.15719446442200191 -0.12306857168951116,0.12018881481453433 -1.4853376047881695 0.04604063348470714 -1.4998402652456375 0.036028445684282852 0.026053632509379775,0.63146092878175075 0.14121528590811727 0.15116759003215474 -0.12809653546787506 -0.26176318246097496 -0.23027241863398085,8.4431036203224092 54.751071170876735 29.026584880666476 1.6338511402010847 -0.27599124490326149 -0.0029468362320117722,-0.013267003940654831 -13.453282609868438 -6.115339747918938 -0.58059633938864863 0.1602011125323628 0.031052679128187322
ur,tetrapga,2.489523849,0.322710175,0.346151594,0.034827944,34.515717,0.068923,1.324434,0.019423,5.490214,0.045172,41.767492,0.037443,41.891162,4.314464625,1,0,0,1.591700834,0.037278297,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.11354859759309036 -1.4858520838213769 0.045003434967038042 -1.4984592447620106 0.038734977399715903 0.028454008215693046,0.044315316129509258 0.020548791212114517 0.016797498639152111 -0.0074265178517724587 -0.018171313596252372 -0.015872532149853617,0.3420698776104058 -1.3219576687188765 0.18734171176299022 -1.4925731911065812 -0.011276442835632155 -0.019112043373075586,-0.041957634783474709 -0.10666785742747222 -0.17303775790118409 -0.18111869311146478 -0.15533596598722949 -0.12157631759900846,0.12177459911808253 -1.4844731613527169 0.04659439402482711 -1.5003521184967288 0.035155923977037026 0.02531121034527805,0.61323661428377529 0.14021036900701445 0.1340449748693141 -0.15029543661309278 -0.27822344562029433 -0.24282625215729514,8.3031209569786331 50.003384072804394 26.386927834592164 1.4231702320619528 -0.24150597463070289 -0.0038627703598015715,7.6367389926673468 -9.8821968738911892 -3.9906533662938557 -1.9503648662130217 -1.404087560482111 -1.3170239057731195
ur,tetrapga,2.531488474,0.315616549,0.350736601,0.041368988,34.036546,0.068916,1.612817,0.018639,6.523122,0.043565,42.650984,0.042062,42.780001,4.25456825,1,0,0,1.50731918,0.040328952,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.11519821637842804 -1.4850374404299895 0.045689704770463899 -1.4987150818792763 0.038090555154938296 0.027891567347968896,0.033764218657723832 0.019049341711236369 0.015455065212972697 -0.0051493881435492527 -0.013271690685615949 -0.011553224848400451,0.34017469748631823 -1.3265323019693807 0.18001337126557732 -1.5001842178329388 -0.017755319840578165 -0.024182828914158079,-0.048355760241103322 -0.11133519693114341 -0.17619171310467696 -0.18158070766797182 -0.15341047423277826 -0.12007496325062542,0.12323533629710466 -1.4836440674255795 0.047077013131962511 -1.500906626198043 0.034273293050462783 0.024563908941126263,0.59361606860617266 0.13890418322170719 0.11687046678962557 -0.1716282512550783 -0.29374331444060975 -0.2546849881871513,8.6031917569910537 45.365620681512979 23.899078911224013 1.2105586691089982 -0.20592063891317683 -0.0050174679211598804,-0.015870652619469183 -13.651765881064421 -6.2004461913972477 -0.57088864373054093 0.16706751418259103 0.035533937297373086
ur,tetrapga,2.57438573,0.308524732,0.352633577,0.041426536,34.065034,0.06872,1.582898,0.018939,5.898154,0.043796,41.999765,0.037568,42.122526,4.25812925,1,0,0,1.425699824,0.044271425,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.11687342735367837 -1.4841889957217638 0.046360572049431698 -1.4990399841720006 0.037373399699198721 0.027270387786207644,0.033186698024044087 0.01907720682140842 0.014633955089685629 -0.0063843627293311035 -0.014298661459948857 -0.012353801505360348,0.33796116570814361 -1.3314083351309347 0.17238978364899446 -1.5079796850007718 -0.024290521709071717 -0.029298792946782708,-0.054834985894862902 -0.11597828077130364 -0.17920772084733355 -0.18183002907188336 -0.15124799495484706 -0.11842802613471609,0.12464768965957787 -1.4828166597847927 0.047519454589720123 -1.5015136738973887 0.033354081103127806 0.023788252615176024,0.5741634792732937 0.13748397360983455 0.10008274987787724 -0.19254608904584386 -0.30865815896286858 -0.26611196856136621,8.672905440552773 40.636345223436145 21.33511357576732 1.0003326224001539 -0.17088897938615646 -0.0060118846881960092,-0.028746676379682867 -13.670756833974337 -6.2075838679710671 -0.56297032868496899 0.17013442125849565 0.03800969551124922
ur,tetrapga,2.616611077,0.301778023,0.354585029,0.041644075,33.996887,0.069109,1.297959,0.024017,5.500064,0.041318,41.209785,0.032985,41.32817,4.249610875,1,0,0,1.348649506,0.04740351,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.11847614756528173 -1.4833593333878738 0.0469737654278196 -1.499420013292091 0.036622416683559852 0.026624365506531692,0.033031619318503784 0.019595401371871424 0.014132705834655096 -0.0077217423865521473 -0.015533855825066254 -0.013332612580599125,0.33551224693193549 -1.3363997517060839 0.16476366308827678 -1.5156588273498062 -0.030628755880069362 -0.034263308600684224,-0.061146375878327504 -0.12041772695643246 -0.18196815898175558 -0.18185558470229335 -0.14893109943185065 -0.11669799985340999,0.12599732452160667 -1.4819991581607819 0.047915990894652545 -1.5021700872064887 0.032405335192129667 0.02299008989003766,0.55442573864710765 0.13610480319390938 0.083672610735335551 -0.21290545146861098 -0.3228642126517709 -0.27702739635202434,8.7088651503331427 35.835628480731756 18.737844728726806 0.78919028263693014 -0.13563205907114681 -0.0069783137135611953,-0.035834106501965834 -13.742544619058208 -6.2379784013052699 -0.55594425579329254 0.17413935321305019 0.041032437609040073
ur,tetrapga,2.658079292,0.295384313,0.356029539,0.041954384,34.000784,0.068171,1.49884,0.018855,5.580214,0.044883,41.518262,0.037665,41.643344,4.250098,1,0,0,1.276235538,0.049209137,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.12001220974564634 -1.4825253564601479 0.047546698849032003 -1.4998496614237067 0.035839741231156297 0.02595503516382032,0.032277347002504286 0.019775524342282219 0.01334631081540158 -0.0089863893534360834 -0.016550647984871669 -0.014124307583766989,0.33284929976392141 -1.3414814030868301 0.15716508176390195 -1.5231969075619252 -0.036754393644788025 -0.039065549289937065,-0.067274800049715866 -0.1246469308395034 -0.18447537133231784 -0.18166892520275896 -0.14647750204692583 -0.11489579915243785,0.12728009306828258 -1.4811862178225055 0.048271560740234518 -1.5028708201685632 0.031432090390534198 0.022173427961838407,0.53441574183201201 0.13450493599493898 0.067526983549030431 -0.23261823168320814 -0.33630597763859732 -0.28739182063632274,8.7496728401738615 31.042026215204732 16.160154023742223 0.58038257574353758 -0.10061335015410004 -0.0079158541671898713,-0.035399419446548563 -13.844946872141008 -6.2784707657946228 -0.55014784618560952 0.17764586343267297 0.043477998389207073
ur,tetrapga,2.699816692,0.289145721,0.357274012,0.04260266,34.214195,0.073159,1.304177,0.019365,5.501035,0.035935,41.469783,0.034268,41.595012,4.276774375,1,0,0,1.207890157,0.051593522,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.12157004245898298 -1.4816444356510794 0.048107684817959011 -1.5003569786454685 0.03497811190977778 0.025221878449424043,0.030782962302568238 0.019701100082965616 0.012399155097195903 -0.0099860951705823195 -0.017140554364973311 -0.014555832173365625,0.32991400373212248 -1.3467703373506448 0.14941647681003786 -1.5307717051754324 -0.042813406898262053 -0.043821384512445195,-0.073367554745838309 -0.12876881166141477 -0.18679269075766694 -0.18126995858579462 -0.14383338535790183 -0.11298066683740471,0.12853626238754851 -1.4803543598288398 0.048601552118670288 -1.5036286087707906 0.030412570167693824 0.021319503013380807,0.51389932798946525 0.13262086349408347 0.051491167446690002 -0.25183867047183522 -0.34906637280777086 -0.29726877403130203,8.7923833278742496 26.212965236045015 13.571819768964264 0.37104042646989221 -0.065435331488260348 -0.0088500720221187656,-0.016544389309615326 -14.058877723130536 -6.3646188304300608 -0.54940074236219516 0.18054383179872957 0.044810032496535257
ur,tetrapga,2.741514447,0.283314967,0.35834262,0.043012215,33.976246,0.069392,1.570886,0.018323,5.478485,0.034355,41.43584,0.036055,41.562737,4.24703075,1,0,0,1.144583359,0.05297003,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.12301704357630019 -1.4807990950942627 0.048603457223604846 -1.500901508591554 0.034109332865319135 0.024485799592679464,0.029795648860782526 0.019717938929231727 0.011553281869364078 -0.011116951327665169 -0.017954993523314085 -0.015186212939854147,0.32672923474243903 -1.3522231554572968 0.14158299475702082 -1.5383182869574845 -0.048752884522909608 -0.048490805099627818,-0.079373415458120891 -0.13274785695103572 -0.18889919828924562 -0.18066094353358386 -0.14102085405731196 -0.11096805683001805,0.12972150228007046 -1.4795323839855881 0.048887587793190079 -1.504429978312765 0.029371170220849781 0.020448841332316274,0.49310616226826481 0.13054293449540835 0.035635390256564495 -0.2706149539490893 -0.36122266195708774 -0.30672624633923251,8.8128066660389486 21.35149561806757 10.97243459855186 0.16186347399367201 -0.030209628744994721 -0.0097623965159351171,-0.010002485874224476 -14.194031089227792 -6.4167836070119222 -0.54512765978233801 0.18356435855045561 0.046757132536782819
ur,tetrapga,2.783174848,0.277841909,0.359202592,0.043374476,34.012545,0.07323,1.350079,0.019983,5.504615,0.033203,41.222958,0.028084,41.340439,4.251568125,1,0,0,1.086179974,0.05425719,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.124410277604721 -1.4799541495595367 0.04905883841250009 -1.5014974543889148 0.033205963511243913 0.023723107082830677,0.028679932371749317 0.019659073481664294 0.010679358570156399 -0.012177541830355651 -0.018666265622534574 -0.015734207132901225,0.32329900569460679 -1.3578338284127516 0.1336731825417054 -1.5458283934803001 -0.054566440236502575 -0.053070207144768067,-0.085287501433784815 -0.13658091891819915 -0.19079375520844521 -0.17984373357315989 -0.13804442660841046 -0.10886034655881983,0.13084180965358488 -1.4787172231750534 0.04913271189369936 -1.5052752142632011 0.028306372923799169 0.019559855927744021,0.47198996389864678 0.12825544968863684 0.019937348856783568 -0.28893723904511048 -0.37277424278096027 -0.31576478497868166,8.8231708880727258 16.461359147811127 8.3657612076254768 -0.047143332211261879 0.0050630351205778468 -0.010658922680662373,-0.0046550097148383429 -14.313576995519725 -6.4610142524069545 -0.54060983343424596 0.1861260161385303 0.048450774900551608
