robot,backend,t,tracking_error,velocity_error,torque_ratio,solve_time_ms,reference_build_ms,problem_build_ms,warm_start_ms,initial_calc_ms,solver_setup_ms,mpc_pipeline_time_ms,publish_command_ms,cycle_time_ms,realtime_ratio,iterations,converged,failed,best_cost,final_stop,plant_mass_scale,plant_payload_mass,controller_payload_mass,model_payload,plant_payload_com,controller_payload_com,payload_com_attachment,external_force_body_name,external_force_start_s,external_force_duration_s,external_force,external_torque,failure_message,q,dq,q_ref,dq_ref,q_cmd,dq_cmd,u_cmd,effort
ur,tetrapga,4.473183855,0.362606066,0.256913041,0.051906557,28.521577,0.068257,1.479309,0.018699,5.466207,0.035431,35.863551,0.028522,35.978721,3.565197125,1,0,0,2.410865525,0.090353758,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.12579164027507414 -1.455687381655655 0.031880911848355939 -1.563458343528918 -0.021248900606122917 -0.023808672444030936,-0.03828858995718025 -0.0018537372984214033 -0.034184565654530361 -0.0545496433908636 -0.035762404510653344 -0.034336268482452734,0.040705227969179171 -1.6399823585935098 -0.1542804957482149 -1.7386751842248043 -0.135183048306941 -0.13308274103688578,-0.20337840962548454 -0.14966504324187105 -0.099786726514198204 -0.015324080136697933 0.052586216809182226 0.022705056367262191,0.11548329552268309 -1.462100421331167 0.020490249576569159 -1.5768059148762499 -0.02940300555655628 -0.031898629225729613,-0.41452038660404927 -0.24255265909416407 -0.44682813814069405 -0.51947157779187214 -0.31578482021180598 -0.31386252794149694,14.246327469602798 -117.58562837084718 -49.878702426414279 -3.7411196402529487 0.75434910638889352 -0.0034235653776720156,0.49265469818612928 -17.129163871595665 -6.5536617666570294 -0.15854427258909709 0.21125761469453153 0.10596127076682649
ur,tetrapga,4.509252457,0.36617449,0.259487537,0.03909542,33.970404,0.068049,1.385263,0.018709,5.49177,0.033919,41.212373,0.027854,41.32505,4.2463005,1,0,0,2.404328202,0.04403486,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.12468876384966052 -1.4557555515604921 0.03091451373762457 -1.5649870816360381 -0.02221828977486609 -0.024756193243493766,-0.025463307344502216 -0.00017812350747045796 -0.021060170697107045 -0.034656620796349499 -0.021736881154097103 -0.021381786507960736,0.033381662405812119 -1.6453318109379695 -0.15779490765303394 -1.7391397426718691 -0.13321676294431126 -0.13221109755481442,-0.20268907732198091 -0.14694404559775773 -0.095076528889937492 -0.010437601360902715 0.056431012169315085 0.025622158025969014,0.11670791781808604 -1.4602412601811094 0.02269532618899469 -1.5748797071922986 -0.028108069710484254 -0.030687028192004317,-0.42226398351071892 -0.16415921690996393 -0.37588193351277177 -0.49790111701933482 -0.28717775559663383 -0.29495211967407853,2.0019439725517039 -139.0089133249206 -68.787001379530437 -5.555178529389635 0.95541081031512998 -0.022612409485207506,-0.17196600688907893 -12.901488628514926 -4.8152877852148777 -0.14556954216823215 0.13900046936488764 0.066111771547753051
ur,tetrapga,4.550667169,0.369419802,0.249793066,0.052572682,28.553121,0.069001,1.308616,0.019792,5.484181,0.033864,35.715719,0.028549,35.829404,3.569140125,1,0,0,2.493870691,0.125335415,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.12288779255656228 -1.4558001188079632 0.029506017326599573 -1.5672935745418815 -0.023662952894456062 -0.026175104450753314,-0.042050339747548272 -0.0055439196045421147 -0.03587624623721121 -0.05310464553999706 -0.033129345663520049 -0.032619550670949612,0.025006683624123591 -1.651350584655727 -0.16161919966245838 -1.7394561193595404 -0.13078995453088846 -0.13108129445888664,-0.20172487877401959 -0.14369225249569689 -0.089593427647339574 -0.0048445604023064325 0.060746320390502054 0.028930784010933668,0.11304106267522111 -1.4620107611274882 0.019269662856095545 -1.5788660575870028 -0.030410152926317033 -0.033043137051688147,-0.45835689285811587 -0.22118761829734165 -0.42820791661239305 -0.49829379933802542 -0.28776040197909752 -0.29451360746047867,13.263442206633798 -129.26614959426516 -56.51535427995546 -4.222600073847655 0.83232916784163602 -0.0046337764618677143,0.56098966684521656 -17.348984923655735 -6.5803683998721141 -0.16221120922637056 0.20193099545090831 0.10065806539368083
ur,tetrapga,4.586585967,0.370981815,0.242538464,0.056931707,34.035493,0.068974,1.488106,0.020308,5.467089,0.038372,41.374898,0.030289,41.491032,4.254436625,1,0,0,2.500445636,0.046158493,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.12077744566294797 -1.45619086106375 0.027697828651132166 -1.5699283402794648 -0.025297387654065483 -0.027786181511429087,-0.054721425132613695 -0.018308632453716594 -0.052449262165637105 -0.068507523334263867 -0.042215411305575212 -0.041755812624417368,0.0177782419377122 -1.6564595507361213 -0.16475096689219473 -1.7395433165094707 -0.12854216756002265 -0.12999116995991628,-0.20074017627498339 -0.1407644386546747 -0.0847781048165301 -1.4277101152921702e-05 0.064398738344355236 0.031762558177556542,0.11319705846001273 -1.460468979290467 0.020495994730677758 -1.5782092021095129 -0.029913618651800984 -0.032611433158156303,-0.46402446363397731 -0.17102102435601782 -0.37346887786701188 -0.47650039703489433 -0.25748104520121629 -0.2745967345747109,2.6914655569179455 -144.21008206669421 -70.343754465576907 -5.5879535836801164 0.97205261273138865 -0.020529733221792537,0.86697048079361139 -18.78746315373337 -7.0515494830702465 -0.09975844096243236 0.23745451952577667 0.1288183853351228
ur,tetrapga,4.628169001,0.374136123,0.246827089,0.030018195,28.534615,0.068412,1.296846,0.018162,5.472589,0.034978,35.691787,0.030761,35.806478,3.566826875,1,0,0,2.577421372,0.130463136,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.11934292522427024 -1.4568946032945072 0.026200526472367137 -1.5717232566953201 -0.026349679738499984 -0.028856243179530092,-0.025194872164106461 -0.011128262701098391 -0.025109171597259079 -0.031405750833653066 -0.01809778270730171 -0.018590063823191658,0.009457477852474673 -1.6622404134890727 -0.16815929740023305 -1.7394281472277267 -0.1257782219779924 -0.12860301781710523,-0.19942934721035452 -0.13725367176054881 -0.079139956018465962 0.0055475990367194975 0.068517441181235386 0.034994150223955633,0.10919891878403529 -1.4623176918266532 0.017091729911712462 -1.5820267208596188 -0.031972133045832407 -0.034802873930906808,-0.49976745949718071 -0.23108906702327245 -0.42553310237066211 -0.47718984376324958 -0.25731429925392818 -0.27393009659381334,13.993187285659094 -133.83811081205045 -58.341871491675469 -4.3525022111402736 0.85882555196948873 -0.004755499919420563,-0.53743139768914716 -9.9060042204901038 -3.4136269620626223 -0.046803373442344309 0.10292223156471181 0.057590846266869278
ur,tetrapga,4.664074397,0.376265056,0.24018029,0.046649348,34.033479,0.070352,1.416377,0.019535,5.452565,0.034769,41.310548,0.032134,41.431103,4.254184875,1,0,0,2.594444406,0.082882541,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.11754606465529747 -1.4572771152891919 0.024771312726133088 -1.5737450035273335 -0.027530347322494413 -0.03005950445728062,-0.045785776111762294 -0.013568606535369206 -0.039180128483060128 -0.05095110530737041 -0.029649900040952849 -0.030294774729662997,0.0023194295044487172 -1.6671125908955908 -0.17091268549226796 -1.7391432065868562 -0.12325572256966807 -0.12729708940317919,-0.19815127599989918 -0.13412057513872269 -0.074221793908282888 0.010318918529590295 0.071975091894869614 0.037741802984406131,0.1093853861971997 -1.4612242740614494 0.017996212785508548 -1.5815219989064078 -0.031575823619971716 -0.034465993003195736,-0.49838819030833448 -0.17835881294086792 -0.36691356667677838 -0.45451708911643773 -0.22807292947603869 -0.25435047613775286,2.3240680941769902 -148.40234061793007 -72.325024691849322 -5.7044240277188898 0.98990881168375133 -0.020495749514750403,0.36353895563274818 -15.394284863971734 -5.6244498918773331 -0.09107144742665696 0.17359416153955465 0.093545117129608002
ur,tetrapga,4.705597951,0.379712473,0.24527013,0.031326774,28.596158,0.071378,1.503941,0.020249,5.473311,0.033767,35.970047,0.031516,36.091707,3.57451975,1,0,0,2.661123358,0.157478425,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.11614266273013181 -1.4576727549208157 0.023619055256287477 -1.5752419715829207 -0.028356715215512179 -0.030930222371436441,-0.028527419240106999 -0.0046097299792915982 -0.020854061232570942 -0.029470079137633835 -0.016054637251859606 -0.017071254650759208,-0.0058749733437460849 -1.6726045805509235 -0.17387566203466451 -1.738600875697135 -0.12018605816147741 -0.12566482780356911,-0.19650594180428632 -0.13038347822617335 -0.068482567973457309 0.015794617008371578 0.075855003992074274 0.040867225066541349,0.10509473016403643 -1.4631482746467257 0.014629679878817716 -1.5851648750092979 -0.033399372563948808 -0.03649581835852992,-0.5363320041454076 -0.24050007315954636 -0.42081661333635412 -0.4553595128612703 -0.22794361799713608 -0.25372816941677334,14.435584628727387 -137.61723776499164 -59.983330619506717 -4.4678639324455611 0.88077495817637153 -0.0049307187278187191,-0.43842841380586606 -10.337835448420265 -3.5549382547156085 -0.061441512350938865 0.096973350774490541 0.052885062171100117
ur,tetrapga,4.741787334,0.381778301,0.23776382,0.048934917,28.580724,0.070252,1.454452,0.018267,5.50914,0.040169,35.931325,0.026896,36.044956,3.5725905,1,0,0,2.733752952,0.114431504,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.11411573274532406 -1.4578785284346356 0.0222995068216967 -1.5772001952266879 -0.029432139915302101 -0.032066897954492177,-0.050223612492261198 -0.0089580364309650232 -0.035447268965134317 -0.047914649841667746 -0.026212951364001199 -0.027780041786752585,-0.012958239098590552 -1.6772626664545502 -0.17626287676137237 -1.7379435603269484 -0.11738136599174752 -0.12413730882633944,-0.19492717032415616 -0.12703015148084426 -0.063440657448534152 0.020524862976539684 0.079128803478835524 0.043543221924058344,0.10079495892897965 -1.465553760633225 0.01102462440682192 -1.5888131651134878 -0.035195881784408391 -0.038511024506909589,-0.53747140438209817 -0.30068574831241063 -0.4506319339994746 -0.45603626302373174 -0.2245636525574482 -0.25190076854745863,15.748371531018241 -126.61804391599865 -53.554966549571262 -3.993163428678602 0.80467855937765531 -0.0037726989916558647,0.50850782741895273 -16.148522503546701 -5.9045565518031822 -0.12351071585362661 0.16565007549029076 0.085757204619937966
ur,tetrapga,4.777923645,0.384597691,0.240061486,0.035031883,34.100851,0.073687,1.389838,0.019559,5.469116,0.033427,41.33898,0.032549,41.463901,4.262606375,1,0,0,2.712782918,0.076530759,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.11276208720700058 -1.4581375521206583 0.021357172390126321 -1.5784544225320125 -0.030079700280962907 -0.032777629226970792,-0.033293491149967151 -0.0049675464177957526 -0.022009559667402871 -0.030415766927879739 -0.015464675577634701 -0.017143685609585343,-0.019971698632893196 -1.6817912618910604 -0.17846392971155312 -1.7371171787774247 -0.11446443216044003 -0.12251623748449207,-0.19321767953918079 -0.12359530981538464 -0.05837379728099492 0.025204377625666866 0.082294288850304972 0.04616864640044565,0.1025135775922207 -1.46355177669877 0.013247713584160882 -1.5870434306134957 -0.034167251503146652 -0.037474196481942612,-0.53311818447117654 -0.21326504022855305 -0.36789810178915489 -0.42620459884319345 -0.19118255880762547 -0.22873370187530256,1.2118392286517228 -147.91519566440959 -72.108616793992468 -5.6319482825013827 0.97042989864748808 -0.019893779781121806,-0.22254981834606724 -11.560521356747813 -4.0161336340015765 -0.084080356426966318 0.10102841182487055 0.053067154583303022
ur,tetrapga,4.819477655,0.386814029,0.232924857,0.050164315,28.797043,0.070522,1.490535,0.01855,5.49634,0.036093,36.207116,0.031267,36.325773,3.599630375,1,0,0,2.782143677,0.153125333,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.11037990980027833 -1.458417584632403 0.019913474515169876 -1.5805136268840179 -0.031132019784633713 -0.033939103382237858,-0.054111529693099084 -0.011067361674855064 -0.035926679967082979 -0.046128182263368366 -0.023445438418113657 -0.025959838642322965,-0.027957050061558752 -1.6868433136360528 -0.18076794613686073 -1.7359590445419184 -0.11097139007835588 -0.12053604113598036,-0.19108959205840534 -0.11954261567630692 -0.052513286188750577 0.030525590683307027 0.085802408187174314 0.049127513614088437,0.09792648836946341 -1.4657529181847462 0.0098652124206278068 -1.5904551670960461 -0.035707028470321582 -0.03930446623117155,-0.57338615284466099 -0.27514268574702694 -0.42281264544163449 -0.4264670603188031 -0.19247212089686588 -0.22878371865361688,14.377050258403472 -136.86139224713526 -59.649072826899321 -4.4276647732755148 0.87062034537149768 -0.0049678699121760471,0.60667055022724981 -16.554223938972427 -6.0214147599396739 -0.13695244601876766 0.15755272282929411 0.080125374413256623
ur,tetrapga,4.855901147,0.387478494,0.228944943,0.053939484,34.105396,0.070145,1.578962,0.018378,5.476673,0.038575,41.630044,0.036131,41.755499,4.2631745,1,0,0,2.771282103,0.070093829,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.10759579475268283 -1.4590854797044981 0.018065860570202368 -1.5828623172169949 -0.032318916812681828 -0.035255066943199263,-0.069859360175388893 -0.026148602414718253 -0.052644600001849222 -0.059292437697080563 -0.029661378191592033 -0.033059545333228128,-0.034881059863676879 -1.691131435759067 -0.18258672387587452 -1.7347631321928105 -0.10779199915289617 -0.11870025713053303,-0.18908335854606695 -0.11590326693502007 -0.047351694185771231 0.035132106531481286 0.088757840061056872 0.051665920821725962,0.098210970208051196 -1.4641657225457374 0.011093802204926203 -1.5898425070850619 -0.035281101808090999 -0.03892216619518446,-0.56877141912773976 -0.21831545013941853 -0.35896678631111056 -0.39797061606767536 -0.15851614582366139 -0.20529995099988213,2.1247128316889459 -151.34026849834191 -72.770007364973267 -5.6022803421014027 0.97655286973646693 -0.017733860920021084,0.90371104100802313 -17.80002956475164 -6.4121309300409948 -0.083506159698117699 0.18336722282843709 0.10201068116187173
ur,tetrapga,4.897756356,0.389626436,0.230869601,0.025406766,28.648675,0.070592,1.5075,0.018891,5.487728,0.038779,36.054996,0.036891,36.181666,3.581084375,1,0,0,2.827733152,0.155815566,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.10585152552126463 -1.4600079875930201 0.0166039619062524 -1.5843377945721338 -0.032997608952211002 -0.036051809035178156,-0.032071586303422835 -0.016464776853667474 -0.026086494333298439 -0.027082487639865174 -0.012022666652892831 -0.014443555827369139,-0.04274417880140443 -1.6958934104803991 -0.18444411995313773 -1.7331831284715147 -0.10400838164293336 -0.11647785856702382,-0.18661785056679633 -0.11162512520625989 -0.041398324029730427 0.040352995564652189 0.092012065625488651 0.054516657287293165,0.093351262200644963 -1.4664250350757537 0.0077917776198175061 -1.5930316185262317 -0.036552402258747681 -0.040562271277552589,-0.6074635009257785 -0.28241406625205129 -0.412753073138587 -0.39863893014622603 -0.15891255633208506 -0.2050131352960157,14.967440738693426 -139.82353920585101 -60.750171885229136 -4.5050096750589308 0.88727725602321184 -0.0050187679372832869,-0.60669605617886191 -8.3842328068540155 -2.5468279205974085 0.017619826001464389 0.064972910228362935 0.044830223948380876
ur,tetrapga,4.93403987,0.390760598,0.226498383,0.043781198,28.712958,0.070071,1.566408,0.018112,5.525072,0.038085,36.242481,0.032814,36.362248,3.58911975,1,0,0,2.889352287,0.107937027,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.10354904642272009 -1.4606398427487841 0.015150368806721196 -1.5861067680052576 -0.033804572503994566 -0.037006692404975117,-0.05701856549277564 -0.019512954901649872 -0.038785784935927395 -0.043295767507834357 -0.019650229153706254 -0.023330972120936305,-0.049474460974676095 -1.6998750567525156 -0.18585235039966397 -1.7316379034080285 -0.10062060981355969 -0.11445587766200362,-0.18434414570687793 -0.10783699758286534 -0.03622368219255015 0.044811181537272482 0.094707084327159199 0.056928504851880286,0.08848544831963201 -1.4691764607869233 0.0042479269506307451 -1.5962287192774658 -0.037797079981297388 -0.042187792695140128,-0.60822673512661829 -0.34392821389618622 -0.44298133364834508 -0.39963759390427217 -0.15558471531871343 -0.20319017719844229,16.21894925907613 -128.42254555584648 -54.180950581386483 -4.0246100305165751 0.81101334227141608 -0.0038639110809848168,0.39293767511696842 -14.447795381183823 -5.0137467266524069 -0.0677925336840417 0.12789213587495851 0.072074017487196329
ur,tetrapga,4.970523182,0.392679235,0.229475888,0.027317661,33.977318,0.084783,1.494713,0.019707,5.48843,0.039183,41.341522,0.026908,41.472963,4.24716475,1,0,0,2.838920868,0.072812777,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.10196174513691877 -1.4611792335644247 0.014102879533404089 -1.587258101452518 -0.034277387493542887 -0.037606345084061514,-0.036507160378369145 -0.0094564136198511829 -0.021937576659003078 -0.025816305751296273 -0.010349277530801306 -0.013361393186660181,-0.056156329660920754 -1.703738742300656 -0.18707886888113687 -1.7299222959753375 -0.09711778130865123 -0.11233557048810566,-0.18193229539471326 -0.10395706039572089 -0.031012622683133564 0.049225998726727255 0.097296104127003707 0.059296084986657206,0.090442326369387607 -1.4671655439329472 0.0063612964766471408 -1.5946519445445844 -0.036987913661929349 -0.041310438678651605,-0.59765879486097273 -0.24846209465914285 -0.3517633456712847 -0.36356677244905339 -0.11883499056365164 -0.17667122363134774,0.67769850749967731 -149.78799066411563 -72.267534931044736 -5.5107856818055181 0.94963608084213602 -0.017388272572217187,-0.4699958475313224 -9.0148280501935005 -2.7773328316524015 -0.00088474602125643287 0.061945321784051544 0.041464469252829872
ur,tetrapga,5.012087625,0.394164224,0.224682544,0.046430731,28.765218,0.071165,1.487856,0.019513,5.472953,0.033244,36.112955,0.03076,36.231827,3.59565225,1,0,0,2.893452626,0.169193035,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.099348604393418194 -1.4616238665041301 0.01274802240866295 -1.5889941292183485 -0.034985803300455462 -0.038510637038938519,-0.061124783637257554 -0.014471748163351585 -0.034533109307913791 -0.040076491623536464 -0.016259558262297479 -0.02083160771346964,-0.063658556574196584 -1.7079663795754103 -0.18824443798359491 -1.7277732180132799 -0.09301499804576234 -0.10981614232025907,-0.17903371531387882 -0.099454369598844392 -0.025072188386904011 0.05416727610942515 0.10009475176849464 0.061920801058134328,0.085330039443017314 -1.469659290719918 0.0031072085904979467 -1.5975619537971344 -0.037951677043292789 -0.042726693636212891,-0.63903586579628724 -0.3117183483713532 -0.40676098576864922 -0.36375115656875084 -0.12047042267042983 -0.17703186969516085,14.756536673918692 -138.13091175666528 -60.051292650489771 -4.4391201531761633 0.87198147477540866 -0.00504320428338015,0.55587472505612823 -15.322141357261899 -5.3552561380144574 -0.10706423466672277 0.12132730712565376 0.064326494639203702
ur,tetrapga,5.048415682,0.394216667,0.224128262,0.052955487,28.528016,0.070571,1.329634,0.018971,5.472788,0.03445,35.74315,0.032122,35.862278,3.566002,1,0,0,2.953466449,0.086920566,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.096272189540729608 -1.4624177732176173 0.011026465945223815 -1.5909929474896425 -0.03579243990924201 -0.039545451119975997,-0.079901282967534709 -0.02984154620814242 -0.050828006331638115 -0.052124014540749067 -0.020764883933237045 -0.026829158359440546,-0.07011450228832887 -1.7115068308741204 -0.1890609783850212 -1.7257282272491954 -0.089336377509955336 -0.10752600917761188,-0.17637118938710752 -0.095450899345464801 -0.019882278766695342 0.058404292113359353 0.10240642624992975 0.06414958242858676,0.080208303200005479 -1.4726399007646163 -0.00038809391669575614 -1.6004821877304665 -0.038887416965149316 -0.044127823920466949,-0.64021703037647981 -0.37257625558728463 -0.4369128133992129 -0.36502924166651496 -0.11696749023206586 -0.1751412855317577,16.090327329802157 -126.7017416457235 -53.382100173895466 -3.9554848952045303 0.79688870235938647 -0.0038436577486143497,0.99071286737154196 -17.475310702478055 -6.1416616030408893 -0.09158316800949251 0.14838103517600132 0.082781757386840127
ur,tetrapga,5.084371536,0.395096184,0.223222423,0.022659312,33.925799,0.070052,1.5669,0.018064,5.464648,0.035073,41.374608,0.035184,41.499544,4.240724875,1,0,0,2.865013414,0.036795907,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.094414012134410086 -1.4633879305402806 0.0096950614690295804 -1.5921918333231506 -0.036209449992784526 -0.040136015883575855,-0.038402529190836199 -0.020854763512157183 -0.027406863621083858 -0.024748424882538176 -0.0079914156467830906 -0.011925914133696839,-0.076406955763417286 -1.7148667236785287 -0.18968360979033586 -1.7235540412406989 -0.085615016869023453 -0.10518072022423634,-0.17361968024240959 -0.091429499910758882 -0.014752331548609152 0.062518658424687332 0.10456863196400598 0.066293862969111703,0.082291538557667909 -1.4702068178687693 0.0019229783869672522 -1.5989293444775252 -0.038163507823190682 -0.043295858876736565,-0.62745238869248521 -0.27411277704009657 -0.34131317364995761 -0.32404174383959689 -0.076884293027969647 -0.14549237183939528,0.27939900110541949 -147.83658742665614 -70.874351916321331 -5.3225757364746702 0.91626829835700985 -0.01557718327387277,-0.60680320786860875 -7.4775730551191373 -2.0129420713288795 0.059201379327532777 0.040948682551743332 0.037076227983718013
ur,tetrapga,5.125970201,0.395746139,0.220836693,0.041679989,28.539199,0.075956,1.464671,0.01938,5.503365,0.039827,35.888337,0.026517,36.006459,3.567399875,1,0,0,2.913822035,0.158718409,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.091666012503375416 -1.4642617175259893 0.0081805364382763028 -1.5938124260649638 -0.036753190410259068 -0.040929531605331991,-0.064210542978249602 -0.023948880319582779 -0.037911323712601107 -0.037341326744993977 -0.012451820156417969 -0.018248020269729753,-0.083560672364810129 -1.7185721178913114 -0.19017407748470552 -1.7208560993712787 -0.081215779725974047 -0.10237272406381458,-0.17029504950981433 -0.086708286215953653 -0.008831709965776419 0.067175316377080546 0.10691130471296902 0.068696049318152472,0.076943106265506753 -1.4729007921043156 -0.0012394341136068767 -1.6015218142416052 -0.038794388406505544 -0.044464678091116573,-0.66855403652014467 -0.33674677944328035 -0.39530156257176607 -0.3240587205099994 -0.078860072914358065 -0.14610240179750089,14.675661622882753 -136.01289375881743 -59.027303866924242 -4.3516249908803548 0.85428206990156319 -0.0049796414505151139,0.42239693569507608 -13.754396495124638 -4.5881784609523617 -0.057282505728835531 0.09586226078852178 0.056394438285167325
ur,tetrapga,5.16215249,0.394920306,0.223046418,0.047211193,28.628039,0.070019,1.527386,0.018927,5.471808,0.034016,36.063462,0.031156,36.183614,3.578504875,1,0,0,2.967357399,0.068977247,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.088265674227525667 -1.4654463027130649 0.0062811456621734768 -1.5957513732827848 -0.037398578442826208 -0.041875552430892131,-0.082209329515461574 -0.038373817583698927 -0.052276858866234954 -0.04720632291488721 -0.015448055894384825 -0.022868805166560115,-0.089668175268382874 -1.7216342693056872 -0.19040072836672087 -1.7183537057773213 -0.077312769845253038 -0.099850416319912594,-0.1672827540263975 -0.082545801820497713 -0.003699742204485797 0.071131149758418055 0.10880814791014391 0.070715140559944739,0.071587435904426094 -1.476075053649315 -0.0046390766412292917 -1.60412597140778 -0.039397960100477171 -0.045618471732734485,-0.66945879513508277 -0.3967826931249312 -0.42495531595280189 -0.32551964577186082 -0.075446461746453641 -0.14422420520223869,15.93497806379936 -124.60131529883205 -52.40182034920268 -3.8737974917797566 0.78049720236590048 -0.0037976884757908178,0.80951277029487301 -15.579693597034748 -5.246234685845736 -0.045594463781526429 0.11620250555088774 0.070608648967223075
ur,tetrapga,5.198433368,0.395467113,0.2208697,0.016087455,34.120683,0.071785,1.404558,0.017213,5.505105,0.033826,41.47254,0.036903,41.59956,4.265085375,1,0,0,2.85661852,0.021877241,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.086486748845135297 -1.4665463250256341 0.0050104523064820206 -1.5967446153867932 -0.037655256581755142 -0.042326797567185728,-0.040178057265411925 -0.024362077760374561 -0.027759043058199422 -0.022188940808387989 -0.00516028859146007 -0.0098410460308411048,-0.095680881195793488 -1.7245526487887297 -0.19044192532574514 -1.7157024371243632 -0.073332625708579582 -0.097249096261281753,-0.16415227005584637 -0.078323392810711892 0.0014247814140999459 0.075005551210398785 0.11057669969814871 0.072672469754941266,0.073801791407253375 -1.4736584769717618 -0.0024139066667741172 -1.6026824366973345 -0.038796688971967475 -0.044873367940260742,-0.65441262094091501 -0.29347345428591315 -0.32494931242506009 -0.28089291250599047 -0.033760078856414827 -0.11259166128757961,0.059165705307563599 -145.63651931279765 -69.341113737281987 -5.1248415576685344 0.88182712548889652 -0.013728936701152834,-0.82248131748912101 -5.3088600302999112 -1.000121005015691 0.12900648086360889 0.014543734951672604 0.030699855894354755
ur,tetrapga,5.240134588,0.395685949,0.219421412,0.039521552,28.560273,0.070656,1.411605,0.019272,5.476575,0.033959,35.848978,0.028076,35.964159,3.570034125,1,0,0,2.896813345,0.163038002,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0,,0.083685105971400858 -1.4675043654857987 0.003583813279816449 -1.5981508063629672 -0.038003087649649103 -0.042964666701580889,-0.06825169147429079 -0.02551053718708771 -0.036480246780540397 -0.033596542687236837 -0.0082789409732715764 -0.015230924535735994,-0.10244892741648076 -1.7277166785040923 -0.19026024269979647 -1.712483788244294 -0.068681920085138876 -0.094173111202177751,-0.1604214248874084 -0.073414731085390303 0.0072824426189903608 0.079339990828438928 0.11244219882112476 0.074837145053983117,0.068245208545016117 -1.4765017760525887 -0.0054351838885294095 -1.604929520419355 -0.039083234705728415 -0.045780037186242184,-0.69457285777965816 -0.35541238510335171 -0.3776596527194116 -0.28088546525257269 -0.035818216720117722 -0.11333365574768042,14.59279812042171 -133.70641457737898 -57.910026338127643 -4.2591112663329866 0.83606176480577055 -0.0049025520807411951,0.41327228027961382 -13.04211213659346 -4.2119553363873647 -0.043458229335556098 0.075373206911308444 0.047091487167094215
