scenario,method,sample_id,seed,dof,horizon,max_iterations,perturbation,level,solver_failed,solver_converged,solve_ms,solver_final_iter,solver_final_cost,solver_final_stop,planning_terminal_rmse,mpc_steps,mpc_failed_steps,mpc_converged_steps,mean_mpc_solve_ms,max_mpc_solve_ms,rollout_finite,rollout_terminal_error_norm,rollout_terminal_rmse,rollout_trajectory_rmse,max_abs_q,max_abs_dq,rms_tau,max_tau_ratio,success,failure_message
"ur10","TetraPGA",7,20260624,6,50,25,"mass_inertia_scale",-0.3,0,1,2.18467736,4,1.055648638,0.000000001,0.000310523,50,0,50,2.18467736,2.849343,1,0.512407401,0.209189446,0.214434514,0.249305427,0.65076847,36.717999213,0.396349184,1,""
"ur10","TetraPGA",7,20260624,6,50,25,"mass_inertia_scale",-0.2,0,1,2.25327076,4,1.055648638,0.000000001,0.000310523,50,0,50,2.25327076,2.26604,1,0.370310317,0.151178554,0.189826646,0.210504197,0.454098709,41.607035148,0.396349184,1,""
"ur10","TetraPGA",7,20260624,6,50,25,"mass_inertia_scale",-0.1,0,1,2.2523751,4,1.055648638,0.000000001,0.000310523,50,0,50,2.2523751,2.260737,1,0.257726683,0.105216478,0.168619349,0.211547191,0.410488885,46.329709125,0.396349184,1,""
"ur10","TetraPGA",7,20260624,6,50,25,"mass_inertia_scale",0.1,0,1,1.7966925,4,1.055648638,0.000000001,0.000310523,50,0,50,1.7966925,2.26039,1,0.226782162,0.09258343,0.149260752,0.271687134,0.474248531,55.073693391,0.396349184,1,""
"ur10","TetraPGA",7,20260624,6,50,25,"mass_inertia_scale",0.2,0,1,1.78761428,4,1.055648638,0.000000001,0.000310523,50,0,50,1.78761428,2.251864,1,0.478921809,0.19551901,0.172677693,0.453956208,0.671831213,59.048867711,0.417983614,1,""
"ur10","TetraPGA",7,20260624,6,50,25,"mass_inertia_scale",0.3,0,1,1.78890942,4,1.055648638,0.000000001,0.000310523,50,0,50,1.78890942,2.254555,1,0.804048868,0.328251576,0.222845196,0.673459824,0.934153014,62.753389543,0.448923872,0,""
"ur10","TetraPGA",7,20260624,6,50,25,"com_offset",0.01,0,1,1.7973938,4,1.055648638,0.000000001,0.000310523,50,0,50,1.7973938,2.254181,1,2.629646613,1.073548734,0.713914411,2.920270822,7.174680204,50.836446527,0.396349184,0,""
"ur10","TetraPGA",7,20260624,6,50,25,"com_offset",0.02,0,1,1.7966074,4,1.055648638,0.000000001,0.000310523,50,0,50,1.7966074,2.255686,1,2.759274671,1.126469168,0.885114179,3.301706793,13.150175656,50.842582455,0.396349184,0,""
"ur10","TetraPGA",7,20260624,6,50,25,"com_offset",0.05,0,1,1.80832066,4,1.055648638,0.000000001,0.000310523,50,0,50,1.80832066,2.251152,1,2.978147123,1.215823472,0.966789157,3.813206656,19.978147878,50.847796985,0.396349184,0,""
"ur10","TetraPGA",7,20260624,6,50,25,"external_force",5,0,1,1.81654806,4,1.055648638,0.000000001,0.000310523,50,0,50,1.81654806,2.261926,1,0.255911942,0.104475613,0.166980051,0.212381585,2.097991477,50.828851913,0.396349184,1,""
"ur10","TetraPGA",7,20260624,6,50,25,"external_force",10,0,1,1.818726,4,1.055648638,0.000000001,0.000310523,50,0,50,1.818726,2.275968,1,0.385318053,0.157305436,0.192923498,0.269986484,4.432511252,50.828077311,0.396349184,1,""
"ur10","TetraPGA",8,20260624,6,50,25,"nominal",0,0,1,1.75721636,3,0.995881731,0.000000058,0.00023531,50,0,50,1.75721636,1.769724,1,0.124632305,0.050880925,0.135715849,0.241656383,0.43908437,49.292031443,0.367119827,1,""
"ur10","TetraPGA",8,20260624,6,50,25,"mass_inertia_scale",-0.3,0,1,1.75925716,3,0.995881731,0.000000058,0.00023531,50,0,50,1.75925716,1.795916,1,0.670881827,0.273886359,0.232929311,0.439230388,0.630844385,35.034917445,0.248814834,1,""
"ur10","TetraPGA",8,20260624,6,50,25,"mass_inertia_scale",-0.2,0,1,1.78594962,3,0.995881731,0.000000058,0.00023531,50,0,50,1.78594962,2.17131,1,0.44710907,0.182531513,0.187731182,0.368680403,0.466003678,39.945890494,0.288608781,1,""
"ur10","TetraPGA",8,20260624,6,50,25,"mass_inertia_scale",-0.1,0,1,1.86263304,3,0.995881731,0.000000058,0.00023531,50,0,50,1.86263304,2.858136,1,0.26380253,0.107696932,0.155366359,0.278678046,0.321998053,44.716771784,0.328310474,1,""
"ur10","TetraPGA",8,20260624,6,50,25,"mass_inertia_scale",0.1,0,1,1.7369446,3,0.995881731,0.000000058,0.00023531,50,0,50,1.7369446,2.108066,1,0.121600945,0.049643378,0.127789553,0.287769735,0.608495615,53.628204156,0.404516929,1,""
