case_name,robot,backend,num_cycles,tracking_rmse,tracking_mean,tracking_p95,torque_ratio_mean,torque_ratio_p95,torque_ratio_max,solve_time_mean_ms,solve_time_p95_ms,reference_build_mean_ms,reference_build_p95_ms,problem_build_mean_ms,problem_build_p95_ms,warm_start_mean_ms,warm_start_p95_ms,initial_calc_mean_ms,initial_calc_p95_ms,solver_setup_mean_ms,solver_setup_p95_ms,mpc_pipeline_mean_ms,mpc_pipeline_p95_ms,publish_command_mean_ms,publish_command_p95_ms,solver_dam_calc_mean_ms,solver_dam_calc_p95_ms,solver_dam_calcdiff_mean_ms,solver_dam_calcdiff_p95_ms,solver_dynamics_calc_mean_ms,solver_dynamics_calc_p95_ms,solver_dynamics_calcdiff_mean_ms,solver_dynamics_calcdiff_p95_ms,solver_cost_sum_calc_mean_ms,solver_cost_sum_calc_p95_ms,solver_cost_sum_calcdiff_mean_ms,solver_cost_sum_calcdiff_p95_ms,solver_cost_item_total_mean_ms,solver_cost_item_total_p95_ms,solver_collision_cost_total_mean_ms,solver_collision_cost_total_p95_ms,solver_collision_residual_total_mean_ms,solver_collision_residual_total_p95_ms,solver_model_total_mean_ms,solver_model_total_p95_ms,solver_overhead_mean_ms,solver_overhead_p95_ms,initial_model_total_mean_ms,initial_model_total_p95_ms,enable_collision_cost,collision_obstacle_count,collision_weight,collision_safety_distance,realtime_ratio_mean,deadline_miss_rate,failure_rate,dt,horizon,solve_budget_ms,control_rate_hz,experiment_duration_s,plant_mass_scale,plant_payload_mass,controller_payload_mass,model_payload,plant_payload_com,controller_payload_com,payload_com_attachment,external_force_body_name,external_force_start_s,external_force_duration_s,external_force,external_torque
runtime_tetrapga_collision,ur,tetrapga,162,0.47224877,0.383412559,0.526097027,0.145600975,1,1,40.075155877,47.045414,0.070736519,0.07479,2.008080944,2.123566,0.018626401,0.02047,6.590272333,6.769104,0.037047623,0.042817,49.209129148,55.882901,0.034801975,0.046996,17.488645698,25.274476,22.102254105,22.774399,14.809294031,21.337179,17.545263327,18.02217,2.653279654,3.907857,4.410385716,4.604251,6.966794426,7.932654,6.917528173,7.871923,6.858540556,7.805612,39.590899802,46.542412,0.484256074,0.511157,6.581105605,6.757706,1,4,50,0.08,5.009394485,1,0,0.008,40,4,125,8,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0
runtime_tetrapga_nominal,ur,tetrapga,195,0.472421591,0.388321585,0.498217324,0.11599557,1,1,33.154373477,38.733545,0.070734872,0.074381,1.654175533,1.720474,0.018736692,0.020408,5.670342595,5.775975,0.037718908,0.045255,40.919999774,46.203919,0.034331841,0.042787,15.07897519,21.366526,17.60018179,18.005218,14.990974497,21.251105,17.404922595,17.805851,0.062260103,0.086705,0.061042626,0.0801,0.053915785,0.074147,0,0,0,0,32.679156979,38.266952,0.475216497,0.502554,5.661853949,5.767962,0,4,50,0.08,4.144296685,1,0,0.008,40,4,125,8,1,0,0,0,0 0 0.050000000000000003,0 0 0.050000000000000003,0 0 0.050000000000000003,wrist_3_link,-1,0,0 0 0,0 0 0
