model,dof,seed,sample_id,d_safe,obstacle_count,success,failed,cost,stop,iter,solve_ms,initial_min_distance,final_min_distance,trajectory_min_distance,safety_violation_count,collision_violation_count,placement_error_norm,path_length,jerk_rms,torque_rate_rms,failure_message
ur10,6,2099586741,7,0.05,4,0,0,1922.083036415,1.996030196,100,132.095804,0.215301072,0.063642384,-0.022650984,20,5,1.115605884,3.960131425,5805.176107989,12898.888792785,""
ur10,6,2099586740,8,0.05,4,0,0,2180.317986768,0.080815658,100,104.768412,0.34420488,0.019521462,0.019521462,5,0,0.762641777,2.971599389,57430.970947608,6332.738206464,""
ur10,6,2099586743,9,0.05,4,1,0,4084.971754882,0.000000683,74,75.388695,0.369339796,0.099125062,0.099125062,0,0,0.496542551,3.658903108,19047.351769429,13993.703913414,""
ur10,6,2099586742,10,0.05,4,0,0,2329.615121175,0.016746431,100,96.9937,0.209717674,0.04217434,-0.012312844,26,5,0.504652776,3.230961627,70353.740328647,9300.580569275,""
ur10,6,2099586745,11,0.05,4,0,0,2571.067660251,35.84537585,100,104.048162,0.253673644,0.121330319,0.110407826,0,0,0.562898287,3.504504771,57258.279465235,10632.956389871,""
ur10,6,2099586744,12,0.05,4,0,0,2446.145671197,0.024558978,100,97.188379,0.345258834,0.024881194,0.024881194,3,0,0.602214702,3.605894625,12358.336357074,14421.977366318,""
ur10,6,2099586747,13,0.05,4,0,0,2407.847269438,0.002669109,100,99.602277,0.201198934,0.013692773,0.013692773,5,0,0.387923257,3.429581255,78905.284183971,13226.070999736,""
ur10,6,2099586746,14,0.05,4,0,0,3682.426106838,0.102365287,100,103.902227,0.434972426,0.358209012,0.329956959,0,0,1.09730283,2.800307162,53068.348987117,9069.082220479,""
ur10,6,2099586749,15,0.05,4,0,0,3016.152511763,0.000001943,100,95.578701,0.346808743,0.112637172,0.047229392,3,0,0.306313487,3.208327027,30289.866614316,12554.031733323,""
ur10,6,2099586748,16,0.05,4,1,0,2363.040647022,0.000000478,89,84.427492,0.220410791,-0.040643169,-0.047859761,40,23,0.498757338,3.730085527,26050.696908645,14406.253741478,""
ur10,6,2099586751,17,0.05,4,0,0,3064.789876785,0.005105229,100,88.696266,0.335947507,0.185862249,0.132531266,0,0,0.818531612,3.280188626,16591.266774106,7938.974770654,""
ur10,6,2099586750,18,0.05,4,0,0,1665.845123014,0.00952118,100,96.251411,0.339093705,0.076656916,-0.068715459,15,7,1.109519752,3.237746689,20204.154054393,7491.241938012,""
ur10,6,2099586721,19,0.05,4,0,0,1787.8008647,0.001347457,100,99.841,0.201545217,0.127538083,0.118866422,0,0,0.482312259,3.451579178,67582.208074797,12765.661239249,""
ur10,6,2099586955,0,0.05,8,1,0,4388.482790174,0.000000237,93,95.167672,0.215984826,0.081507107,-0.07920177,47,28,0.532054348,3.692663084,17816.462322831,15326.95687605,""
ur10,6,2099586954,1,0.05,8,1,0,4854.709579536,0.000000067,87,88.189086,0.241249786,0.036605686,-0.051558398,37,7,0.565179426,3.404040111,40321.009787247,16333.123583397,""
ur10,6,2099586997,2,0.05,8,0,0,6613.084392095,0.00177627,100,92.723707,0.260588982,-0.012749769,-0.053844141,48,15,0.586943801,3.981627838,48817.234596706,13792.109481104,""
